pathway,overlap,gene_set_size,pathway_size,p_value
NEGATIVE REGULATION OF ALPHA BETA T CELL DIFFERENTIATION,3,232,16,0.06547673066983878
LIPID BIOSYNTHETIC PROCESS,12,232,125,0.06606197150886782
SENSORY PERCEPTION OF CHEMICAL STIMULUS,8,232,73,0.06614434789491844
REGULATION OF CATABOLIC PROCESS,13,232,139,0.06766624854360502
CALCIUM ION TRANSMEMBRANE TRANSPORT,10,232,99,0.06768907167854865
CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS,7,232,61,0.06791565473722427
REGULATION OF PEPTIDE TRANSPORT,9,232,87,0.07154677664163366
BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,5,232,38,0.07207167190716374
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,5,232,38,0.07207167190716374
INORGANIC ION IMPORT ACROSS PLASMA MEMBRANE,5,232,38,0.07207167190716374
REGULATION OF FATTY ACID METABOLIC PROCESS,4,232,27,0.07292603455661742
LYMPHOCYTE HOMEOSTASIS,4,232,27,0.07292603455661742
POSITIVE REGULATION OF PROTEIN TRANSPORT,8,232,75,0.07511518005670217
NEGATIVE REGULATION OF PEPTIDE SECRETION,3,232,17,0.0761442444787318
CELLULAR RESPONSE TO TYPE II INTERFERON,3,232,17,0.0761442444787318
CELL SURFACE PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,3,232,17,0.0761442444787318
NEGATIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,3,232,17,0.0761442444787318
GLUCAN BIOSYNTHETIC PROCESS,2,232,8,0.07776823328681831
RESPONSE TO LEAD ION,2,232,8,0.07776823328681831
INDOLE CONTAINING COMPOUND METABOLIC PROCESS,2,232,8,0.07776823328681831
EXIT FROM MITOSIS,2,232,8,0.07776823328681831
TOLL LIKE RECEPTOR 3 SIGNALING PATHWAY,2,232,8,0.07776823328681831
PROTEIN AUTOUBIQUITINATION,2,232,8,0.07776823328681831
REGULATION OF TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,2,232,8,0.07776823328681831
NEGATIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY,2,232,8,0.07776823328681831
RETINAL CONE CELL DIFFERENTIATION,2,232,8,0.07776823328681831
NUCLEOBASE METABOLIC PROCESS,2,232,8,0.07776823328681831
T HELPER CELL LINEAGE COMMITMENT,2,232,8,0.07776823328681831
AUDITORY RECEPTOR CELL STEREOCILIUM ORGANIZATION,2,232,8,0.07776823328681831
POSITIVE REGULATION OF T CELL CYTOKINE PRODUCTION,2,232,8,0.07776823328681831
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II,2,232,8,0.07776823328681831
NEGATIVE REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,2,232,8,0.07776823328681831
SODIUM DEPENDENT PHOSPHATE TRANSPORT,2,232,8,0.07776823328681831
INTERLEUKIN 6 PRODUCTION,6,232,51,0.07969910629394057
INTRACELLULAR RECEPTOR SIGNALING PATHWAY,12,232,129,0.07976788421978966
IMPORT INTO CELL,18,232,213,0.07977110971380104
DEFENSE RESPONSE TO BACTERIUM,9,232,89,0.08014452858036757
POSITIVE REGULATION OF OSSIFICATION,4,232,28,0.08129071811102807
POSITIVE REGULATION OF PROTEIN SECRETION,7,232,64,0.08342192936596181
LEUKOCYTE MEDIATED IMMUNITY,12,232,130,0.08345708872758621
POSITIVE REGULATION OF ORGANELLE ORGANIZATION,8,232,77,0.08478752807022898
REGULATION OF CYTOSKELETON ORGANIZATION,8,232,77,0.08478752807022898
POSITIVE REGULATION OF PEPTIDE SECRETION,6,232,52,0.08584830489995388
POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,6,232,52,0.08584830489995388
AMINO ACID TRANSPORT,5,232,40,0.08597632405581884
LEUKOCYTE APOPTOTIC PROCESS,5,232,40,0.08597632405581884
T CELL DIFFERENTIATION,12,232,131,0.08725218905523957
REGULATION OF MITOTIC NUCLEAR DIVISION,3,232,18,0.08752127795823003
POSITIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,3,232,18,0.08752127795823003
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION,3,232,18,0.08752127795823003
MONOCYTE DIFFERENTIATION,3,232,18,0.08752127795823003
HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE,3,232,18,0.08752127795823003
REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS,3,232,18,0.08752127795823003
NEGATIVE REGULATION OF CELL ADHESION,9,232,91,0.08934549416450464
REGULATION OF KINASE ACTIVITY,9,232,91,0.08934549416450464
POSITIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS,4,232,29,0.09010765179099854
REGULATION OF EPITHELIAL CELL PROLIFERATION,15,232,174,0.09129258461356192
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,5,232,41,0.09342011068531551
IMMUNE RESPONSE REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY,9,232,92,0.09417203298710669
REACTIVE OXYGEN SPECIES METABOLIC PROCESS,7,232,66,0.09480188319528492
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION,8,232,79,0.09516004672932155
POSITIVE REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,2,232,9,0.09617442450602516
REGULATION OF TYPE B PANCREATIC CELL PROLIFERATION,2,232,9,0.09617442450602516
PLASMA LIPOPROTEIN PARTICLE CLEARANCE,2,232,9,0.09617442450602516
AUDITORY RECEPTOR CELL MORPHOGENESIS,2,232,9,0.09617442450602516
AMMONIUM ION METABOLIC PROCESS,2,232,9,0.09617442450602516
FATTY ACID DERIVATIVE METABOLIC PROCESS,2,232,9,0.09617442450602516
LONG CHAIN FATTY ACID BIOSYNTHETIC PROCESS,2,232,9,0.09617442450602516
REGULATION OF BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION,2,232,9,0.09617442450602516
REGULATION OF GONAD DEVELOPMENT,2,232,9,0.09617442450602516
RESPONSE TO PEPTIDE,23,232,292,0.09656342869162883
AMIDE TRANSPORT,11,232,120,0.09851105273702426
EPITHELIAL CELL PROLIFERATION,17,232,205,0.09935548329012397
NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS,4,232,30,0.09936283976346905
EYE PHOTORECEPTOR CELL DIFFERENTIATION,4,232,30,0.09936283976346905
CELLULAR EXTRAVASATION,4,232,30,0.09936283976346905
LIPID MODIFICATION,4,232,30,0.09936283976346905
BROWN FAT CELL DIFFERENTIATION,3,232,19,0.09956560975731515
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE,3,232,19,0.09956560975731515
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MEMBRANE,3,232,19,0.09956560975731515
POLYSACCHARIDE METABOLIC PROCESS,3,232,19,0.09956560975731515
T CELL APOPTOTIC PROCESS,3,232,19,0.09956560975731515
NEGATIVE REGULATION OF INTERLEUKIN 6 PRODUCTION,3,232,19,0.09956560975731515
RIBOSE PHOSPHATE METABOLIC PROCESS,7,232,67,0.10080087404229217
REGULATION OF KETONE METABOLIC PROCESS,5,232,42,0.10118354962820454
POSITIVE REGULATION OF INSULIN SECRETION,5,232,42,0.10118354962820454
REGULATION OF TRANSFERASE ACTIVITY,9,232,94,0.1042750095482088
REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,6,232,55,0.10581181470448385
ADAPTIVE THERMOGENESIS,6,232,55,0.10581181470448385
REGULATION OF FAT CELL DIFFERENTIATION,6,232,55,0.10581181470448385
PROCESS UTILIZING AUTOPHAGIC MECHANISM,6,232,55,0.10581181470448385
REGULATION OF PROTEIN SERINE THREONINE KINASE ACTIVITY,6,232,55,0.10581181470448385
POSITIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,6,232,55,0.10581181470448385
MYELOID LEUKOCYTE DIFFERENTIATION,10,232,108,0.10644276285368309
NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,10,232,108,0.10644276285368309
PROTEIN LOCALIZATION TO EXTRACELLULAR REGION,11,232,122,0.10752932665426886
AMINO ACID METABOLIC PROCESS,4,232,31,0.1090406863674792
ENERGY HOMEOSTASIS,4,232,31,0.1090406863674792
NEGATIVE REGULATION OF KINASE ACTIVITY,4,232,31,0.1090406863674792
CELLULAR RESPONSE TO RADIATION,4,232,31,0.1090406863674792
ATP METABOLIC PROCESS,5,232,43,0.10925944896198389
PEPTIDE TRANSPORT,10,232,109,0.11140723863809564
POSITIVE REGULATION OF NUCLEAR DIVISION,3,232,20,0.11223283612909289
REGULATION OF VIRAL GENOME REPLICATION,3,232,20,0.11223283612909289
NEGATIVE REGULATION OF ALPHA BETA T CELL ACTIVATION,3,232,20,0.11223283612909289
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,3,232,20,0.11223283612909289
LEUKOCYTE MIGRATION,12,232,137,0.11225174400661905
ALPHA BETA T CELL DIFFERENTIATION,6,232,56,0.11295987879225362
IMPORT ACROSS PLASMA MEMBRANE,6,232,56,0.11295987879225362
NEGATIVE REGULATION OF DEFENSE RESPONSE,7,232,69,0.11340653351019324
LEARNING,7,232,69,0.11340653351019324
POSITIVE REGULATION OF TOLL LIKE RECEPTOR 7 SIGNALING PATHWAY,1,232,2,0.11542129237079252
FUCOSYLATION,1,232,2,0.11542129237079252
PROTEIN HOMOTRIMERIZATION,1,232,2,0.11542129237079252
CELLULAR RESPONSE TO INTERLEUKIN 13,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF MEIOTIC CELL CYCLE,1,232,2,0.11542129237079252
REGULATION OF CORTICOTROPIN SECRETION,1,232,2,0.11542129237079252
ALDITOL PHOSPHATE METABOLIC PROCESS,1,232,2,0.11542129237079252
REGULATION OF NAD P H OXIDASE ACTIVITY,1,232,2,0.11542129237079252
RESPONSE TO OLEIC ACID,1,232,2,0.11542129237079252
CHITIN METABOLIC PROCESS,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF RESPIRATORY BURST INVOLVED IN INFLAMMATORY RESPONSE,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,1,232,2,0.11542129237079252
POSITIVE REGULATION OF INTERLEUKIN 1 ALPHA PRODUCTION,1,232,2,0.11542129237079252
POSITIVE REGULATION OF TOLL LIKE RECEPTOR 3 SIGNALING PATHWAY,1,232,2,0.11542129237079252
RESPONSE TO OZONE,1,232,2,0.11542129237079252
RESPONSE TO NEMATODE,1,232,2,0.11542129237079252
SULFUR AMINO ACID METABOLIC PROCESS,1,232,2,0.11542129237079252
GASTRIC MOTILITY,1,232,2,0.11542129237079252
REGULATION OF MEIOSIS I,1,232,2,0.11542129237079252
GLUTAMATE SECRETION NEUROTRANSMISSION,1,232,2,0.11542129237079252
POSITIVE REGULATION OF MEIOSIS I,1,232,2,0.11542129237079252
POSITIVE REGULATION OF GROWTH HORMONE SECRETION,1,232,2,0.11542129237079252
POSITIVE REGULATION OF RESPIRATORY BURST,1,232,2,0.11542129237079252
SERTOLI CELL PROLIFERATION,1,232,2,0.11542129237079252
GLYCEROL 3 PHOSPHATE METABOLIC PROCESS,1,232,2,0.11542129237079252
POSITIVE REGULATION OF DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION,1,232,2,0.11542129237079252
POSITIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF INTERLEUKIN 13 PRODUCTION,1,232,2,0.11542129237079252
CEMENTUM MINERALIZATION,1,232,2,0.11542129237079252
DIPHOSPHATE METABOLIC PROCESS,1,232,2,0.11542129237079252
REGULATION OF NUCLEOTIDE BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY,1,232,2,0.11542129237079252
CELLULAR RESPONSE TO PEPTIDOGLYCAN,1,232,2,0.11542129237079252
REGULATION OF TOLL LIKE RECEPTOR 3 SIGNALING PATHWAY,1,232,2,0.11542129237079252
T FOLLICULAR HELPER CELL DIFFERENTIATION,1,232,2,0.11542129237079252
REGULATION OF MATURE B CELL APOPTOTIC PROCESS,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF HUMORAL IMMUNE RESPONSE,1,232,2,0.11542129237079252
IRE1 MEDIATED UNFOLDED PROTEIN RESPONSE,1,232,2,0.11542129237079252
POSITIVE REGULATION OF RELAXATION OF MUSCLE,1,232,2,0.11542129237079252
GLUCOSAMINE CONTAINING COMPOUND CATABOLIC PROCESS,1,232,2,0.11542129237079252
GERM LINE STEM CELL DIVISION,1,232,2,0.11542129237079252
CIRCADIAN SLEEP WAKE CYCLE REM SLEEP,1,232,2,0.11542129237079252
POSITIVE REGULATION OF VACUOLE ORGANIZATION,1,232,2,0.11542129237079252
SUPPRESSION OF VIRAL RELEASE BY HOST,1,232,2,0.11542129237079252
GLUTAMINE METABOLIC PROCESS,1,232,2,0.11542129237079252
REGULATION OF RHO DEPENDENT PROTEIN SERINE THREONINE KINASE ACTIVITY,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF SCHWANN CELL PROLIFERATION,1,232,2,0.11542129237079252
NADP CATABOLIC PROCESS,1,232,2,0.11542129237079252
NADPH REGENERATION,1,232,2,0.11542129237079252
NUCLEOTIDE TRANSPORT,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF CIRCADIAN RHYTHM,1,232,2,0.11542129237079252
REGULATION OF GROWTH RATE,1,232,2,0.11542129237079252
PENTOSE PHOSPHATE SHUNT,1,232,2,0.11542129237079252
PROTEIN INSERTION INTO MEMBRANE,1,232,2,0.11542129237079252
MITOCHONDRIAL CALCIUM ION HOMEOSTASIS,1,232,2,0.11542129237079252
REGULATION OF LIPID KINASE ACTIVITY,1,232,2,0.11542129237079252
REGULATION OF DETERMINATION OF DORSAL IDENTITY,1,232,2,0.11542129237079252
MITOCHONDRIAL CALCIUM ION TRANSMEMBRANE TRANSPORT,1,232,2,0.11542129237079252
GAMMA AMINOBUTYRIC ACID SECRETION,1,232,2,0.11542129237079252
POSITIVE REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS,1,232,2,0.11542129237079252
POSITIVE REGULATION OF GAMMA AMINOBUTYRIC ACID SECRETION,1,232,2,0.11542129237079252
REGULATION OF GAMMA AMINOBUTYRIC ACID SECRETION,1,232,2,0.11542129237079252
RRNA CATABOLIC PROCESS,1,232,2,0.11542129237079252
COBALAMIN METABOLIC PROCESS,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF LOW DENSITY LIPOPROTEIN PARTICLE CLEARANCE,1,232,2,0.11542129237079252
REGULATION OF NON MOTILE CILIUM ASSEMBLY,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF P38MAPK CASCADE,1,232,2,0.11542129237079252
GLYCINE IMPORT ACROSS PLASMA MEMBRANE,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL PROLIFERATION INVOLVED IN SPROUTING ANGIOGENESIS,1,232,2,0.11542129237079252
REGULATION OF CALCIUM ION DEPENDENT EXOCYTOSIS OF NEUROTRANSMITTER,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF MICROGLIAL CELL ACTIVATION,1,232,2,0.11542129237079252
POSITIVE REGULATION OF EATING BEHAVIOR,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY,1,232,2,0.11542129237079252
ETHER BIOSYNTHETIC PROCESS,1,232,2,0.11542129237079252
FRUCTOSE TRANSMEMBRANE TRANSPORT,1,232,2,0.11542129237079252
GALACTOSE TRANSMEMBRANE TRANSPORT,1,232,2,0.11542129237079252
NEGATIVE REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE,1,232,2,0.11542129237079252
PHAGOLYSOSOME ASSEMBLY,1,232,2,0.11542129237079252
ASYMMETRIC STEM CELL DIVISION,1,232,2,0.11542129237079252
ASPARTATE FAMILY AMINO ACID CATABOLIC PROCESS,1,232,2,0.11542129237079252
LIPID DROPLET FUSION,1,232,2,0.11542129237079252
T HELPER 1 CELL LINEAGE COMMITMENT,1,232,2,0.11542129237079252
RESPONSE TO RAPAMYCIN,1,232,2,0.11542129237079252
CYTOLYSIS,1,232,2,0.11542129237079252
INTRACELLULAR AMINO ACID HOMEOSTASIS,1,232,2,0.11542129237079252
EPOXIDE METABOLIC PROCESS,1,232,2,0.11542129237079252
INTRACELLULAR GLUTAMATE HOMEOSTASIS,1,232,2,0.11542129237079252
FIBROBLAST GROWTH FACTOR PRODUCTION,1,232,2,0.11542129237079252
HYDROCARBON METABOLIC PROCESS,1,232,2,0.11542129237079252
NUCLEAR BODY ORGANIZATION,1,232,2,0.11542129237079252
CALCIUM ION EXPORT ACROSS PLASMA MEMBRANE,1,232,2,0.11542129237079252
NEURON PROJECTION MAINTENANCE,1,232,2,0.11542129237079252
POSITIVE REGULATION OF GASTRO INTESTINAL SYSTEM SMOOTH MUSCLE CONTRACTION,1,232,2,0.11542129237079252
REGULATION OF INTRACELLULAR LIPID TRANSPORT,1,232,2,0.11542129237079252
PURINE NUCLEOTIDE TRANSPORT,1,232,2,0.11542129237079252
AMINO ACID BETAINE TRANSPORT,1,232,2,0.11542129237079252
LIPOXIN A4 METABOLIC PROCESS,1,232,2,0.11542129237079252
POSITIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY,1,232,2,0.11542129237079252
CELLULAR RESPONSE TO RAPAMYCIN,1,232,2,0.11542129237079252
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II,2,232,10,0.11565769949968592
NEUTRAL AMINO ACID TRANSPORT,2,232,10,0.11565769949968592
REGULATION OF MACROAUTOPHAGY,2,232,10,0.11565769949968592
ALPHA BETA T CELL LINEAGE COMMITMENT,2,232,10,0.11565769949968592
POSITIVE REGULATION OF MYELOID LEUKOCYTE CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,2,232,10,0.11565769949968592
AUDITORY RECEPTOR CELL DEVELOPMENT,2,232,10,0.11565769949968592
POSITIVE REGULATION OF PROTEIN POLYMERIZATION,2,232,10,0.11565769949968592
MONOATOMIC ANION HOMEOSTASIS,2,232,10,0.11565769949968592
POSITIVE REGULATION OF LIPID STORAGE,2,232,10,0.11565769949968592
POSITIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS,2,232,10,0.11565769949968592
LEUKOTRIENE METABOLIC PROCESS,2,232,10,0.11565769949968592
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN,2,232,10,0.11565769949968592
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE,2,232,10,0.11565769949968592
SECRETORY GRANULE LOCALIZATION,2,232,10,0.11565769949968592
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,2,232,10,0.11565769949968592
CD4 POSITIVE ALPHA BETA T CELL CYTOKINE PRODUCTION,2,232,10,0.11565769949968592
ACYL COA METABOLIC PROCESS,2,232,10,0.11565769949968592
T HELPER 2 CELL DIFFERENTIATION,2,232,10,0.11565769949968592
UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS,2,232,10,0.11565769949968592
CELLULAR RESPONSE TO LITHIUM ION,2,232,10,0.11565769949968592
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN,2,232,10,0.11565769949968592
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS,5,232,44,0.11763973362310069
INSULIN SECRETION,8,232,83,0.11797641595710273
MITOTIC NUCLEAR DIVISION,4,232,32,0.11912418800356199
NEGATIVE REGULATION OF TRANSFERASE ACTIVITY,4,232,32,0.11912418800356199
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE,4,232,32,0.11912418800356199
CHEMICAL SYNAPTIC TRANSMISSION POSTSYNAPTIC,4,232,32,0.11912418800356199
POSITIVE REGULATION OF CYTOSKELETON ORGANIZATION,4,232,32,0.11912418800356199
RESPONSE TO TUMOR NECROSIS FACTOR,6,232,57,0.12034739637446554
GLYCEROLIPID METABOLIC PROCESS,6,232,57,0.12034739637446554
ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,6,232,57,0.12034739637446554
REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION,6,232,57,0.12034739637446554
REGULATION OF SMALL MOLECULE METABOLIC PROCESS,9,232,97,0.12054110910700175
NEGATIVE REGULATION OF VIRAL PROCESS,3,232,21,0.12547704887773506
NEGATIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,3,232,21,0.12547704887773506
POSITIVE REGULATION OF CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,3,232,21,0.12547704887773506
NEGATIVE REGULATION OF T CELL PROLIFERATION,3,232,21,0.12547704887773506
TOLL LIKE RECEPTOR SIGNALING PATHWAY,3,232,21,0.12547704887773506
ORGANIC ACID CATABOLIC PROCESS,3,232,21,0.12547704887773506
ACUTE PHASE RESPONSE,3,232,21,0.12547704887773506
SYMBIONT ENTRY INTO HOST,3,232,21,0.12547704887773506
ANTIGEN PROCESSING AND PRESENTATION,3,232,21,0.12547704887773506
NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS,5,232,45,0.1263155118579567
LIPID HOMEOSTASIS,5,232,45,0.1263155118579567
CARBOHYDRATE DERIVATIVE METABOLIC PROCESS,13,232,155,0.12948069810459337
POSITIVE REGULATION OF CELL KILLING,4,232,33,0.1295951191238129
DEFENSE RESPONSE TO GRAM POSITIVE BACTERIUM,4,232,33,0.1295951191238129
MEMBRANE LIPID METABOLIC PROCESS,4,232,33,0.1295951191238129
APOPTOTIC SIGNALING PATHWAY,12,232,141,0.13102452594004432
REGULATION OF INSULIN SECRETION,7,232,72,0.1337914275182973
SULFUR COMPOUND METABOLIC PROCESS,5,232,46,0.13527714254211792
BONE MINERALIZATION,6,232,59,0.1358194414226347
PHOSPHATE ION TRANSPORT,2,232,11,0.13602614798530563
WHITE FAT CELL DIFFERENTIATION,2,232,11,0.13602614798530563
REGULATION OF T CELL CYTOKINE PRODUCTION,2,232,11,0.13602614798530563
CIRCADIAN SLEEP WAKE CYCLE,2,232,11,0.13602614798530563
NEGATIVE REGULATION OF T CELL APOPTOTIC PROCESS,2,232,11,0.13602614798530563
TRIGLYCERIDE CATABOLIC PROCESS,2,232,11,0.13602614798530563
VENTRICULAR SYSTEM DEVELOPMENT,2,232,11,0.13602614798530563
BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH SYMBIONT,2,232,11,0.13602614798530563
NEUTRAL LIPID CATABOLIC PROCESS,2,232,11,0.13602614798530563
GLUTAMATE SECRETION,2,232,11,0.13602614798530563
CD4 POSITIVE OR CD8 POSITIVE ALPHA BETA T CELL LINEAGE COMMITMENT,2,232,11,0.13602614798530563
MICROTUBULE POLYMERIZATION,2,232,11,0.13602614798530563
ASTROCYTE DEVELOPMENT,2,232,11,0.13602614798530563
REGULATION OF TOLL LIKE RECEPTOR SIGNALING PATHWAY,2,232,11,0.13602614798530563
REGULATION OF FATTY ACID TRANSPORT,2,232,11,0.13602614798530563
REGULATION OF PROTEIN SECRETION,9,232,100,0.1381088672320899
NEGATIVE REGULATION OF CELL DEVELOPMENT,10,232,114,0.1381581800005024
REGULATION OF CELL FATE COMMITMENT,3,232,22,0.13925142537870014
VIRAL GENOME REPLICATION,3,232,22,0.13925142537870014
POSITIVE T CELL SELECTION,3,232,22,0.13925142537870014
REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,3,232,22,0.13925142537870014
NEGATIVE REGULATION OF PROTEIN SECRETION,3,232,22,0.13925142537870014
AXONEME ASSEMBLY,3,232,22,0.13925142537870014
NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION,3,232,22,0.13925142537870014
POSITIVE REGULATION OF BONE MINERALIZATION,3,232,22,0.13925142537870014
ACUTE INFLAMMATORY RESPONSE,4,232,34,0.140434211214166
REGULATION OF AUTOPHAGY,4,232,34,0.140434211214166
REGULATION OF BIOMINERAL TISSUE DEVELOPMENT,5,232,47,0.14451430282633954
HUMORAL IMMUNE RESPONSE,7,232,74,0.14832384270810733
NEGATIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,29,232,401,0.15005917627570445
ENDOTHELIAL CELL MIGRATION,8,232,88,0.15022932983013187
CALCIUM ION HOMEOSTASIS,9,232,102,0.15051919870216446
PHOTORECEPTOR CELL DIFFERENTIATION,4,232,35,0.15162132390443187
VACUOLAR LOCALIZATION,3,232,23,0.1535087395450767
ALPHA AMINO ACID METABOLIC PROCESS,3,232,23,0.1535087395450767
AMINO ACID TRANSMEMBRANE TRANSPORT,3,232,23,0.1535087395450767
REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS,2,232,12,0.15710670675217084
CALCIUM ION TRANSPORT INTO CYTOSOL,2,232,12,0.15710670675217084
ENDOLYSOSOMAL TOLL LIKE RECEPTOR SIGNALING PATHWAY,2,232,12,0.15710670675217084
LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE,2,232,12,0.15710670675217084
REGULATION OF JUN KINASE ACTIVITY,2,232,12,0.15710670675217084
RESPONSE TO LITHIUM ION,2,232,12,0.15710670675217084
MONOCARBOXYLIC ACID CATABOLIC PROCESS,2,232,12,0.15710670675217084
RESPONSE TO ACETYLCHOLINE,2,232,12,0.15710670675217084
PROTEIN MATURATION,8,232,89,0.1571512855091211
ESTABLISHMENT OF PROTEIN LOCALIZATION,18,232,235,0.1575722313143537
VIRAL PROCESS,6,232,62,0.16067741123480403
T CELL MEDIATED IMMUNITY,4,232,36,0.1631356075539692
REGULATION OF PROTEIN CONTAINING COMPLEX ASSEMBLY,7,232,76,0.1635698075659879
POSITIVE REGULATION OF LIPID METABOLIC PROCESS,5,232,49,0.16377091647383527
POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,5,232,49,0.16377091647383527
REGULATION OF LYMPHOCYTE ACTIVATION,13,232,162,0.16415658592878749
GERM CELL PROLIFERATION,1,232,3,0.1680558807703761
PURINE DEOXYRIBONUCLEOSIDE METABOLIC PROCESS,1,232,3,0.1680558807703761
CIRCADIAN SLEEP WAKE CYCLE NON REM SLEEP,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF NEURON PROJECTION REGENERATION,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF GLYCOGEN METABOLIC PROCESS,1,232,3,0.1680558807703761
NEUTROPHIL MEDIATED KILLING OF FUNGUS,1,232,3,0.1680558807703761
CHAPERONE COFACTOR DEPENDENT PROTEIN REFOLDING,1,232,3,0.1680558807703761
RESPONSE TO INTERLEUKIN 13,1,232,3,0.1680558807703761
REGULATION OF TIGHT JUNCTION DISASSEMBLY,1,232,3,0.1680558807703761
PROLINE TRANSMEMBRANE TRANSPORT,1,232,3,0.1680558807703761
T HELPER 1 CELL ACTIVATION,1,232,3,0.1680558807703761
CELLULAR RESPONSE TO UV B,1,232,3,0.1680558807703761
REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS,1,232,3,0.1680558807703761
NEURONAL DENSE CORE VESICLE EXOCYTOSIS,1,232,3,0.1680558807703761
THIOESTER BIOSYNTHETIC PROCESS,1,232,3,0.1680558807703761
AUTOCRINE SIGNALING,1,232,3,0.1680558807703761
CEREBROSPINAL FLUID SECRETION,1,232,3,0.1680558807703761
RETINOIC ACID CATABOLIC PROCESS,1,232,3,0.1680558807703761
