pathway,overlap,gene_set_size,pathway_size,p_value
MACROPHAGE CYTOKINE PRODUCTION,2,232,16,0.24566495305048844
INTERLEUKIN 17 PRODUCTION,2,232,16,0.24566495305048844
CELLULAR RESPONSE TO LIGHT STIMULUS,2,232,16,0.24566495305048844
NEUTROPHIL MEDIATED IMMUNITY,2,232,16,0.24566495305048844
REGULATION OF CELLULAR EXTRAVASATION,2,232,16,0.24566495305048844
REGULATION OF TRIGLYCERIDE METABOLIC PROCESS,2,232,16,0.24566495305048844
SUPEROXIDE ANION GENERATION,2,232,16,0.24566495305048844
T CELL HOMEOSTASIS,2,232,16,0.24566495305048844
LIPID EXPORT FROM CELL,2,232,16,0.24566495305048844
PROTEIN POLYUBIQUITINATION,2,232,16,0.24566495305048844
LYMPHOCYTE MIGRATION,3,232,29,0.24659711829495592
DISRUPTION OF ANATOMICAL STRUCTURE IN ANOTHER ORGANISM,3,232,29,0.24659711829495592
CALCIUM ION IMPORT,3,232,29,0.24659711829495592
T CELL SELECTION,3,232,29,0.24659711829495592
PROTEOLYSIS,17,232,238,0.2469923341683324
CELLULAR RESPONSE TO OXYGEN CONTAINING COMPOUND,24,232,348,0.2476638396385464
POSITIVE REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,5,232,57,0.24941366212414234
MEMORY,5,232,57,0.24941366212414234
PROTEIN CATABOLIC PROCESS,9,232,116,0.2510464051118042
CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,4,232,43,0.25106268678035587
RETINA MORPHOGENESIS IN CAMERA TYPE EYE,4,232,43,0.25106268678035587
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS,5,232,58,0.26087069104489574
ORGANOPHOSPHATE BIOSYNTHETIC PROCESS,5,232,58,0.26087069104489574
LYMPHOCYTE DIFFERENTIATION,12,232,163,0.26119627270668666
HEMOPOIESIS,25,232,367,0.26206766049624547
SPHINGOLIPID METABOLIC PROCESS,3,232,30,0.26295648257623216
NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION,3,232,30,0.26295648257623216
CELLULAR RESPONSE TO ALCOHOL,3,232,30,0.26295648257623216
TESTOSTERONE BIOSYNTHETIC PROCESS,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF MACROPHAGE ACTIVATION,1,232,5,0.2641515909926823
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION,1,232,5,0.2641515909926823
REGULATION OF VASCULAR WOUND HEALING,1,232,5,0.2641515909926823
GRANZYME MEDIATED PROGRAMMED CELL DEATH SIGNALING PATHWAY,1,232,5,0.2641515909926823
PLASMA MEMBRANE REPAIR,1,232,5,0.2641515909926823
POSITIVE REGULATION OF MITOCHONDRIAL DEPOLARIZATION,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF FIBRINOLYSIS,1,232,5,0.2641515909926823
REGULATION OF FIBRINOLYSIS,1,232,5,0.2641515909926823
CELLULAR RESPONSE TO MINERALOCORTICOID STIMULUS,1,232,5,0.2641515909926823
BLOOD COAGULATION INTRINSIC PATHWAY,1,232,5,0.2641515909926823
RESPONSE TO CALORIC RESTRICTION,1,232,5,0.2641515909926823
GAMMA AMINOBUTYRIC ACID TRANSPORT,1,232,5,0.2641515909926823
POSITIVE REGULATION OF TYPE 2 IMMUNE RESPONSE,1,232,5,0.2641515909926823
POSITIVE REGULATION OF NEUTROPHIL DEGRANULATION,1,232,5,0.2641515909926823
POSITIVE REGULATION OF CYCLIN DEPENDENT PROTEIN KINASE ACTIVITY,1,232,5,0.2641515909926823
REGULATION OF TRANSCRIPTION BY GLUCOSE,1,232,5,0.2641515909926823
MATERNAL TO ZYGOTIC TRANSITION OF GENE EXPRESSION,1,232,5,0.2641515909926823
POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION,1,232,5,0.2641515909926823
POSITIVE REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF NEUROINFLAMMATORY RESPONSE,1,232,5,0.2641515909926823
POSITIVE REGULATION OF GLUTAMATE SECRETION,1,232,5,0.2641515909926823
EXTRACELLULAR MATRIX CONSTITUENT SECRETION,1,232,5,0.2641515909926823
PURINE NUCLEOSIDE METABOLIC PROCESS,1,232,5,0.2641515909926823
ASPARTATE FAMILY AMINO ACID METABOLIC PROCESS,1,232,5,0.2641515909926823
POSITIVE REGULATION OF TRANSCRIPTION BY GLUCOSE,1,232,5,0.2641515909926823
POSITIVE REGULATION OF T CELL APOPTOTIC PROCESS,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE,1,232,5,0.2641515909926823
AMINO SUGAR CATABOLIC PROCESS,1,232,5,0.2641515909926823
ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE,1,232,5,0.2641515909926823
AMIDE CATABOLIC PROCESS,1,232,5,0.2641515909926823
MICROTUBULE DEPOLYMERIZATION,1,232,5,0.2641515909926823
GERM CELL MIGRATION,1,232,5,0.2641515909926823
DEOXYRIBONUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF DNA DAMAGE RESPONSE SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,1,232,5,0.2641515909926823
CD8 POSITIVE ALPHA BETA T CELL PROLIFERATION,1,232,5,0.2641515909926823
T HELPER 2 CELL CYTOKINE PRODUCTION,1,232,5,0.2641515909926823
REGULATION OF DEFENSE RESPONSE TO BACTERIUM,1,232,5,0.2641515909926823
DENSE CORE GRANULE EXOCYTOSIS,1,232,5,0.2641515909926823
PROTEIN TRANSMEMBRANE TRANSPORT,1,232,5,0.2641515909926823
FOREBRAIN RADIAL GLIAL CELL DIFFERENTIATION,1,232,5,0.2641515909926823
REGULATION OF NEUTROPHIL APOPTOTIC PROCESS,1,232,5,0.2641515909926823
POSITIVE REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,1,232,5,0.2641515909926823
SELF PROTEOLYSIS,1,232,5,0.2641515909926823
REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL PROLIFERATION INVOLVED IN SPROUTING ANGIOGENESIS,1,232,5,0.2641515909926823
DEFENSE RESPONSE TO TUMOR CELL,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION,1,232,5,0.2641515909926823
SODIUM ION IMPORT ACROSS PLASMA MEMBRANE,1,232,5,0.2641515909926823
CARDIAC ENDOTHELIAL CELL DIFFERENTIATION,1,232,5,0.2641515909926823
POSITIVE REGULATION OF LIPASE ACTIVITY,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF CELL VOLUME,1,232,5,0.2641515909926823
REGULATION OF ODONTOBLAST DIFFERENTIATION,1,232,5,0.2641515909926823
INTERLEUKIN 13 PRODUCTION,1,232,5,0.2641515909926823
RESPONSE TO PROSTAGLANDIN E,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF PEPTIDYL SERINE PHOSPHORYLATION,1,232,5,0.2641515909926823
DIET INDUCED THERMOGENESIS,1,232,5,0.2641515909926823
REGULATION OF CELL CELL ADHESION MEDIATED BY CADHERIN,1,232,5,0.2641515909926823
REGULATION OF PROGRAMMED NECROTIC CELL DEATH,1,232,5,0.2641515909926823
GASTRO INTESTINAL SYSTEM SMOOTH MUSCLE CONTRACTION,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF CARDIAC MUSCLE ADAPTATION,1,232,5,0.2641515909926823
POSITIVE REGULATION OF ADIPOSE TISSUE DEVELOPMENT,1,232,5,0.2641515909926823
RESPONSE TO UV B,1,232,5,0.2641515909926823
REGULATION OF BONE DEVELOPMENT,1,232,5,0.2641515909926823
POSITIVE REGULATION OF DENDRITIC SPINE MAINTENANCE,1,232,5,0.2641515909926823
RESPONSE TO SELENIUM ION,1,232,5,0.2641515909926823
GASTRIC ACID SECRETION,1,232,5,0.2641515909926823
POSITIVE REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,1,232,5,0.2641515909926823
TOLL LIKE RECEPTOR 7 SIGNALING PATHWAY,1,232,5,0.2641515909926823
REGULATION OF FEMALE GONAD DEVELOPMENT,1,232,5,0.2641515909926823
DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS,1,232,5,0.2641515909926823
POSITIVE REGULATION OF T HELPER 1 CELL DIFFERENTIATION,1,232,5,0.2641515909926823
PROTEIN IMPORT,1,232,5,0.2641515909926823
UREA TRANSMEMBRANE TRANSPORT,1,232,5,0.2641515909926823
POSITIVE REGULATION OF MONOCYTE DIFFERENTIATION,1,232,5,0.2641515909926823
NEGATIVE REGULATION OF NUCLEAR DIVISION,1,232,5,0.2641515909926823
POSITIVE REGULATION OF RNA SPLICING,1,232,5,0.2641515909926823
NEUTROPHIL EXTRAVASATION,1,232,5,0.2641515909926823
ELASTIC FIBER ASSEMBLY,1,232,5,0.2641515909926823
GLUCOSE METABOLIC PROCESS,4,232,44,0.26440498209608176
GLYCOPROTEIN BIOSYNTHETIC PROCESS,4,232,44,0.26440498209608176
LEUKOCYTE PROLIFERATION,9,232,118,0.26701749284682286
MEMBRANE LIPID BIOSYNTHETIC PROCESS,2,232,17,0.26826771419338924
NEGATIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS,2,232,17,0.26826771419338924
CATECHOL CONTAINING COMPOUND METABOLIC PROCESS,2,232,17,0.26826771419338924
SPHINGOLIPID BIOSYNTHETIC PROCESS,2,232,17,0.26826771419338924
CELLULAR RESPONSE TO IONIZING RADIATION,2,232,17,0.26826771419338924
AMELOGENESIS,2,232,17,0.26826771419338924
ACTIVATED T CELL PROLIFERATION,2,232,17,0.26826771419338924
MYELOID CELL APOPTOTIC PROCESS,2,232,17,0.26826771419338924
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS,2,232,17,0.26826771419338924
RESPONSE TO INTERLEUKIN 6,2,232,17,0.26826771419338924
GLYCEROLIPID CATABOLIC PROCESS,2,232,17,0.26826771419338924
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS,2,232,17,0.26826771419338924
RESPONSE TO ELECTRICAL STIMULUS,2,232,17,0.26826771419338924
NEGATIVE REGULATION OF PHOSPHORYLATION,5,232,59,0.27244951045436444
NEGATIVE REGULATION OF CELL CYCLE,5,232,59,0.27244951045436444
REGULATION OF LIPID METABOLIC PROCESS,8,232,104,0.27650290485735235
REGULATION OF CELL ACTIVATION,15,232,212,0.27709072061755863
POSITIVE REGULATION OF CELL CYCLE PROCESS,4,232,45,0.27787712553394733
MOLTING CYCLE PROCESS,4,232,45,0.27787712553394733
DEVELOPMENT OF PRIMARY FEMALE SEXUAL CHARACTERISTICS,4,232,45,0.27787712553394733
REGULATION OF CELL KILLING,4,232,45,0.27787712553394733
NEGATIVE REGULATION OF SECRETION,4,232,45,0.27787712553394733
CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,4,232,45,0.27787712553394733
RESPONSE TO ORGANOPHOSPHORUS,4,232,45,0.27787712553394733
POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,3,232,31,0.2794474607414559
POSITIVE REGULATION OF COLD INDUCED THERMOGENESIS,3,232,31,0.2794474607414559
REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,3,232,31,0.2794474607414559
TRIGLYCERIDE METABOLIC PROCESS,3,232,31,0.2794474607414559
NEGATIVE REGULATION OF LIPID METABOLIC PROCESS,3,232,31,0.2794474607414559
NEGATIVE REGULATION OF RESPONSE TO WOUNDING,3,232,31,0.2794474607414559
NEGATIVE REGULATION OF CELL POPULATION PROLIFERATION,17,232,244,0.28071436210206313
POSITIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,17,232,244,0.28071436210206313
REGULATION OF LEUKOCYTE DIFFERENTIATION,10,232,135,0.2807960978216729
REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY,5,232,60,0.28413655081094247
INTRACELLULAR GLUCOSE HOMEOSTASIS,5,232,60,0.28413655081094247
T CELL PROLIFERATION,6,232,75,0.28638044645158106
RESPONSE TO CARBOHYDRATE,7,232,90,0.2864639221682955
NEGATIVE REGULATION OF HORMONE SECRETION,2,232,18,0.2908610187227842
CELLULAR OXIDANT DETOXIFICATION,2,232,18,0.2908610187227842
INTERLEUKIN 4 PRODUCTION,2,232,18,0.2908610187227842
EXECUTION PHASE OF APOPTOSIS,2,232,18,0.2908610187227842
REGULATION OF MACROPHAGE ACTIVATION,2,232,18,0.2908610187227842
TOOTH MINERALIZATION,2,232,18,0.2908610187227842
REGULATION OF LIPID STORAGE,2,232,18,0.2908610187227842
LIPOPOLYSACCHARIDE MEDIATED SIGNALING PATHWAY,2,232,18,0.2908610187227842
REGULATION OF VASCULAR PERMEABILITY,2,232,18,0.2908610187227842
POSITIVE REGULATION OF MORPHOGENESIS OF AN EPITHELIUM,2,232,18,0.2908610187227842
EPITHELIAL CELL MATURATION,2,232,18,0.2908610187227842
EXTRACELLULAR MATRIX ASSEMBLY,2,232,18,0.2908610187227842
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL,4,232,46,0.2914580762950741
SEQUESTERING OF CALCIUM ION,4,232,46,0.2914580762950741
LEUKOCYTE HOMEOSTASIS,4,232,46,0.2914580762950741
RESPONSE TO RADIATION,8,232,106,0.2941200808159346
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE,5,232,61,0.2959183497794049
POSITIVE REGULATION OF KINASE ACTIVITY,5,232,61,0.2959183497794049
CELLULAR RESPONSE TO KETONE,3,232,32,0.296032626886755
MONOSACCHARIDE TRANSMEMBRANE TRANSPORT,3,232,32,0.296032626886755
REGULATION OF CIRCADIAN RHYTHM,3,232,32,0.296032626886755
NEGATIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,3,232,32,0.296032626886755
POSITIVE REGULATION OF CELL ACTIVATION,10,232,137,0.29632889739796114
POSITIVE REGULATION OF CELL CYCLE,6,232,76,0.29690707264177446
CELL KILLING,6,232,76,0.29690707264177446
MONOATOMIC CATION TRANSPORT,17,232,247,0.29815603022493914
MAPK CASCADE,13,232,185,0.30518696036070075
SECRETION,20,232,296,0.3053866749195577
FAT CELL DIFFERENTIATION,7,232,92,0.30570520931375467
RESPONSE TO KETONE,6,232,77,0.3075092447932856
REGULATION OF T CELL PROLIFERATION,5,232,62,0.30778159000261557
RESPONSE TO HYDROPEROXIDE,1,232,6,0.3079700794140628
RESPONSE TO AMINO ACID STARVATION,1,232,6,0.3079700794140628
LUTEINIZATION,1,232,6,0.3079700794140628
SEBACEOUS GLAND DEVELOPMENT,1,232,6,0.3079700794140628
NEGATIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,1,232,6,0.3079700794140628
NEGATIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,1,232,6,0.3079700794140628
PURINE NUCLEOBASE METABOLIC PROCESS,1,232,6,0.3079700794140628
LEUKOTRIENE BIOSYNTHETIC PROCESS,1,232,6,0.3079700794140628
VAGINA DEVELOPMENT,1,232,6,0.3079700794140628
CELL CYCLE PHASE,1,232,6,0.3079700794140628
RELAXATION OF SMOOTH MUSCLE,1,232,6,0.3079700794140628
VESTIBULOCOCHLEAR NERVE DEVELOPMENT,1,232,6,0.3079700794140628
NEUROBLAST DIFFERENTIATION,1,232,6,0.3079700794140628
OSTEOCLAST PROLIFERATION,1,232,6,0.3079700794140628
COMPLEMENT ACTIVATION CLASSICAL PATHWAY,1,232,6,0.3079700794140628
DEOXYRIBONUCLEOTIDE METABOLIC PROCESS,1,232,6,0.3079700794140628
REGULATION OF RELAXATION OF MUSCLE,1,232,6,0.3079700794140628
DEOXYRIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,232,6,0.3079700794140628
NEGATIVE REGULATION OF INTERLEUKIN 1 BETA PRODUCTION,1,232,6,0.3079700794140628
POSITIVE REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS,1,232,6,0.3079700794140628
REGULATION OF BILE ACID METABOLIC PROCESS,1,232,6,0.3079700794140628
INNATE IMMUNE RESPONSE IN MUCOSA,1,232,6,0.3079700794140628
NON MOTILE CILIUM ASSEMBLY,1,232,6,0.3079700794140628
CARBOHYDRATE MEDIATED SIGNALING,1,232,6,0.3079700794140628
NUCLEOSIDE METABOLIC PROCESS,1,232,6,0.3079700794140628
RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,232,6,0.3079700794140628
REGULATION OF HEMATOPOIETIC STEM CELL PROLIFERATION,1,232,6,0.3079700794140628
REGULATION OF COMPLEMENT ACTIVATION,1,232,6,0.3079700794140628
NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS,1,232,6,0.3079700794140628
CORTICOSTEROID HORMONE SECRETION,1,232,6,0.3079700794140628
PHOSPHATIDYLINOSITOL PHOSPHATE BIOSYNTHETIC PROCESS,1,232,6,0.3079700794140628
RESPONSE TO MERCURY ION,1,232,6,0.3079700794140628
POSITIVE REGULATION OF MACROAUTOPHAGY,1,232,6,0.3079700794140628
REGULATION OF ANGIOTENSIN LEVELS IN BLOOD,1,232,6,0.3079700794140628
POSITIVE REGULATION OF T HELPER CELL DIFFERENTIATION,1,232,6,0.3079700794140628
CELLULAR RESPONSE TO ETHER,1,232,6,0.3079700794140628
INTERLEUKIN 5 PRODUCTION,1,232,6,0.3079700794140628
REGULATION OF EATING BEHAVIOR,1,232,6,0.3079700794140628
LOW DENSITY LIPOPROTEIN PARTICLE CLEARANCE,1,232,6,0.3079700794140628
REGULATION OF MICROGLIAL CELL ACTIVATION,1,232,6,0.3079700794140628
ETHER METABOLIC PROCESS,1,232,6,0.3079700794140628
REGULATION OF DENDRITIC SPINE MAINTENANCE,1,232,6,0.3079700794140628
CHAPERONE MEDIATED PROTEIN FOLDING,1,232,6,0.3079700794140628
POSITIVE REGULATION OF TOOTH MINERALIZATION,1,232,6,0.3079700794140628
NEGATIVE REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS,1,232,6,0.3079700794140628
REGULATION OF CYTOKINESIS,1,232,6,0.3079700794140628
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,1,232,6,0.3079700794140628
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,1,232,6,0.3079700794140628
BONE MATURATION,1,232,6,0.3079700794140628
NEUTROPHIL MEDIATED CYTOTOXICITY,1,232,6,0.3079700794140628
ENDOCARDIUM MORPHOGENESIS,1,232,6,0.3079700794140628
POSITIVE REGULATION OF ICOSANOID SECRETION,1,232,6,0.3079700794140628
REGULATION OF ENAMEL MINERALIZATION,1,232,6,0.3079700794140628
ACTIVATION OF PROTEIN KINASE B ACTIVITY,1,232,6,0.3079700794140628
PHOSPHATIDYLINOSITOL MEDIATED SIGNALING,1,232,6,0.3079700794140628
REGULATION OF FEAR RESPONSE,1,232,6,0.3079700794140628
CARBON CATABOLITE REGULATION OF TRANSCRIPTION,1,232,6,0.3079700794140628
POSITIVE REGULATION OF LIPID CATABOLIC PROCESS,1,232,6,0.3079700794140628
ASYMMETRIC CELL DIVISION,1,232,6,0.3079700794140628
REGULATION OF AMINO ACID METABOLIC PROCESS,1,232,6,0.3079700794140628
AMELOBLAST DIFFERENTIATION,1,232,6,0.3079700794140628
ANTIBACTERIAL INNATE IMMUNE RESPONSE,1,232,6,0.3079700794140628
ANTIVIRAL INNATE IMMUNE RESPONSE,1,232,6,0.3079700794140628
NEUROMUSCULAR SYNAPTIC TRANSMISSION,1,232,6,0.3079700794140628
UREA TRANSPORT,1,232,6,0.3079700794140628
POST GOLGI VESICLE MEDIATED TRANSPORT,1,232,6,0.3079700794140628
STEM CELL FATE COMMITMENT,1,232,6,0.3079700794140628
STEM CELL FATE SPECIFICATION,1,232,6,0.3079700794140628
REGULATION OF INTEGRIN MEDIATED SIGNALING PATHWAY,1,232,6,0.3079700794140628
ANDROGEN BIOSYNTHETIC PROCESS,1,232,6,0.3079700794140628
REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,1,232,6,0.3079700794140628
TOLL LIKE RECEPTOR 9 SIGNALING PATHWAY,1,232,6,0.3079700794140628
CHONDROITIN SULFATE PROTEOGLYCAN METABOLIC PROCESS,1,232,6,0.3079700794140628
NEGATIVE REGULATION OF ORGANIC ACID TRANSPORT,1,232,6,0.3079700794140628
POSITIVE REGULATION OF CHOLESTEROL STORAGE,1,232,6,0.3079700794140628
REGULATION OF RESPONSE TO FOOD,1,232,6,0.3079700794140628
POSITIVE REGULATION OF MALE GONAD DEVELOPMENT,1,232,6,0.3079700794140628
MECHANORECEPTOR DIFFERENTIATION,3,232,33,0.31267637766304945
RESPONSE TO CAMP,3,232,33,0.31267637766304945
NUTRIENT STORAGE,3,232,33,0.31267637766304945
RESPONSE TO INTERLEUKIN 1,3,232,33,0.31267637766304945
REGULATION OF MAP KINASE ACTIVITY,3,232,33,0.31267637766304945
ORGANIC ACID TRANSMEMBRANE TRANSPORT,3,232,33,0.31267637766304945
MACROPHAGE ACTIVATION,3,232,33,0.31267637766304945
SULFUR COMPOUND BIOSYNTHETIC PROCESS,2,232,19,0.3133663609540158
NEUTROPHIL ACTIVATION,2,232,19,0.3133663609540158
L AMINO ACID TRANSPORT,2,232,19,0.3133663609540158
REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALING PATHWAY,2,232,19,0.3133663609540158
CARDIAC MUSCLE ADAPTATION,2,232,19,0.3133663609540158
CERAMIDE METABOLIC PROCESS,2,232,19,0.3133663609540158
NEGATIVE REGULATION OF COLD INDUCED THERMOGENESIS,2,232,19,0.3133663609540158
BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,4,232,48,0.31886464715241514
CELLULAR RESPONSE TO CARBOHYDRATE STIMULUS,5,232,63,0.31971313408533586
RESPONSE TO TOXIC SUBSTANCE,5,232,63,0.31971313408533586
NEGATIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT,5,232,63,0.31971313408533586
RESPONSE TO LIPID,21,232,315,0.3215384593599682
MONOATOMIC ION TRANSMEMBRANE TRANSPORT,16,232,235,0.3215874746583842
B CELL MEDIATED IMMUNITY,3,232,34,0.3293449744161671
CELL CHEMOTAXIS,8,232,110,0.33010666751936957
POSITIVE REGULATION OF TRANSFERASE ACTIVITY,5,232,64,0.331700056820563
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE,4,232,49,0.33265075654606685
TYPE II INTERFERON PRODUCTION,4,232,49,0.33265075654606685
MONOCARBOXYLIC ACID TRANSPORT,4,232,49,0.33265075654606685
NEGATIVE REGULATION OF PROTEIN SERINE THREONINE KINASE ACTIVITY,2,232,20,0.33571453037900734
T CELL MIGRATION,2,232,20,0.33571453037900734
L AMINO ACID METABOLIC PROCESS,2,232,20,0.33571453037900734
REGULATION OF SPROUTING ANGIOGENESIS,2,232,20,0.33571453037900734
PHAGOCYTOSIS ENGULFMENT,2,232,20,0.33571453037900734
INNER EAR RECEPTOR CELL DEVELOPMENT,2,232,20,0.33571453037900734
VITAMIN METABOLIC PROCESS,2,232,20,0.33571453037900734
POSITIVE REGULATION OF CHEMOKINE PRODUCTION,2,232,20,0.33571453037900734
MEMBRANE INVAGINATION,2,232,20,0.33571453037900734
REGULATION OF CELLULAR RESPONSE TO STRESS,6,232,80,0.33967554434590463
RESPONSE TO LIGHT STIMULUS,6,232,80,0.33967554434590463
MICROTUBULE CYTOSKELETON ORGANIZATION,5,232,65,0.34372967470235793
HEPATICOBILIARY SYSTEM DEVELOPMENT,5,232,65,0.34372967470235793
POSITIVE REGULATION OF PROTEIN SERINE THREONINE KINASE ACTIVITY,3,232,35,0.3460065666516422
NEGATIVE REGULATION OF GENE EXPRESSION EPIGENETIC,3,232,35,0.3460065666516422
MONOSACCHARIDE METABOLIC PROCESS,4,232,50,0.3464667423788755
REGULATION OF STEM CELL DIVISION,1,232,7,0.3491898333488348
ASTROCYTE ACTIVATION,1,232,7,0.3491898333488348
REGULATION OF NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION,1,232,7,0.3491898333488348
POSITIVE REGULATION OF FATTY ACID TRANSPORT,1,232,7,0.3491898333488348
T CELL TOLERANCE INDUCTION,1,232,7,0.3491898333488348
DENSE CORE GRANULE LOCALIZATION,1,232,7,0.3491898333488348
PLASMINOGEN ACTIVATION,1,232,7,0.3491898333488348
IMMATURE B CELL DIFFERENTIATION,1,232,7,0.3491898333488348
POSITIVE REGULATION OF GLYCOGEN METABOLIC PROCESS,1,232,7,0.3491898333488348
GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF NUCLEOTIDE CATABOLIC PROCESS,1,232,7,0.3491898333488348
POSITIVE REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS,1,232,7,0.3491898333488348
INTERLEUKIN 6 MEDIATED SIGNALING PATHWAY,1,232,7,0.3491898333488348
POSITIVE REGULATION OF T CELL DIFFERENTIATION IN THYMUS,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL APOPTOTIC PROCESS,1,232,7,0.3491898333488348
CELLULAR RESPONSE TO DSRNA,1,232,7,0.3491898333488348
MITOCHONDRIAL TRANSMEMBRANE TRANSPORT,1,232,7,0.3491898333488348
PROGESTERONE METABOLIC PROCESS,1,232,7,0.3491898333488348
POSITIVE REGULATION OF CD8 POSITIVE ALPHA BETA T CELL ACTIVATION,1,232,7,0.3491898333488348
INTRACELLULAR PHOSPHATE ION HOMEOSTASIS,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF GRANULOCYTE DIFFERENTIATION,1,232,7,0.3491898333488348
FATTY ACID CATABOLIC PROCESS,1,232,7,0.3491898333488348
POSITIVE REGULATION OF NEUROINFLAMMATORY RESPONSE,1,232,7,0.3491898333488348
DENDRITIC SPINE MAINTENANCE,1,232,7,0.3491898333488348
REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY,1,232,7,0.3491898333488348
POSITIVE REGULATION OF GONAD DEVELOPMENT,1,232,7,0.3491898333488348
COLLATERAL SPROUTING,1,232,7,0.3491898333488348
NADH METABOLIC PROCESS,1,232,7,0.3491898333488348
MULTI CILIATED EPITHELIAL CELL DIFFERENTIATION,1,232,7,0.3491898333488348
REGULATION OF B CELL APOPTOTIC PROCESS,1,232,7,0.3491898333488348
INTRACELLULAR LIPID TRANSPORT,1,232,7,0.3491898333488348
PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS,1,232,7,0.3491898333488348
POSITIVE REGULATION OF CHEMOKINE C X C MOTIF LIGAND 2 PRODUCTION,1,232,7,0.3491898333488348
POSITIVE REGULATION OF STEROID HORMONE SECRETION,1,232,7,0.3491898333488348
PROSTAGLANDIN TRANSPORT,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF TRIGLYCERIDE METABOLIC PROCESS,1,232,7,0.3491898333488348
RESPONSE TO GLUCAGON,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF MUSCLE ADAPTATION,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF BONE REMODELING,1,232,7,0.3491898333488348
EPITHELIAL CELL DIFFERENTIATION INVOLVED IN PROSTATE GLAND DEVELOPMENT,1,232,7,0.3491898333488348
REGULATION OF NEUTROPHIL DEGRANULATION,1,232,7,0.3491898333488348
POSITIVE REGULATION OF DIGESTIVE SYSTEM PROCESS,1,232,7,0.3491898333488348
NEGATIVE REGULATION OF CELL JUNCTION ASSEMBLY,1,232,7,0.3491898333488348
PURINERGIC NUCLEOTIDE RECEPTOR SIGNALING PATHWAY,1,232,7,0.3491898333488348
