pathway,overlap,gene_set_size,pathway_size,p_value
RENAL WATER TRANSPORT,1,433,4,0.3755048059917345
POSITIVE REGULATION OF CELL FATE COMMITMENT,1,433,4,0.3755048059917345
POSITIVE REGULATION OF HEART RATE,1,433,4,0.3755048059917345
DIAPEDESIS,1,433,4,0.3755048059917345
CELL ADHESION MOLECULE PRODUCTION,1,433,4,0.3755048059917345
NK T CELL ACTIVATION,1,433,4,0.3755048059917345
EMBRYONIC HINDGUT MORPHOGENESIS,1,433,4,0.3755048059917345
RESPONSE TO INSECTICIDE,1,433,4,0.3755048059917345
INTERLEUKIN 4 MEDIATED SIGNALING PATHWAY,1,433,4,0.3755048059917345
B CELL CHEMOTAXIS,1,433,4,0.3755048059917345
PHOSPHATIDYLINOSITOL 3 PHOSPHATE BIOSYNTHETIC PROCESS,1,433,4,0.3755048059917345
REGULATION OF RYANODINE SENSITIVE CALCIUM RELEASE CHANNEL ACTIVITY,1,433,4,0.3755048059917345
REGULATION OF LYSOSOMAL LUMEN PH,1,433,4,0.3755048059917345
TRANSPOSABLE ELEMENT SILENCING BY HETEROCHROMATIN FORMATION,1,433,4,0.3755048059917345
G PROTEIN COUPLED PURINERGIC RECEPTOR SIGNALING PATHWAY,1,433,4,0.3755048059917345
PROGESTERONE RECEPTOR SIGNALING PATHWAY,1,433,4,0.3755048059917345
POSITIVE REGULATION OF MEGAKARYOCYTE DIFFERENTIATION,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION,1,433,4,0.3755048059917345
REGULATION OF FIBROBLAST APOPTOTIC PROCESS,1,433,4,0.3755048059917345
REGULATION OF TYPE B PANCREATIC CELL DEVELOPMENT,1,433,4,0.3755048059917345
RESPONSE TO STILBENOID,1,433,4,0.3755048059917345
BONE MINERALIZATION INVOLVED IN BONE MATURATION,1,433,4,0.3755048059917345
OLIGOPEPTIDE TRANSMEMBRANE TRANSPORT,1,433,4,0.3755048059917345
NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR SIGNALING PATHWAY,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF FERROPTOSIS,1,433,4,0.3755048059917345
CELLULAR RESPONSE TO ATP,1,433,4,0.3755048059917345
CELLULAR RESPONSE TO EXOGENOUS DSRNA,1,433,4,0.3755048059917345
VENTRICULAR COMPACT MYOCARDIUM MORPHOGENESIS,1,433,4,0.3755048059917345
ELECTRON TRANSPORT CHAIN,1,433,4,0.3755048059917345
POSITIVE REGULATION OF FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY,1,433,4,0.3755048059917345
RESPONSE TO AMMONIUM ION,1,433,4,0.3755048059917345
OLFACTORY BULB INTERNEURON DEVELOPMENT,1,433,4,0.3755048059917345
VITAMIN CATABOLIC PROCESS,1,433,4,0.3755048059917345
CELLULAR RESPONSE TO MAGNESIUM ION,1,433,4,0.3755048059917345
PARAXIAL MESODERM FORMATION,1,433,4,0.3755048059917345
REGULATION OF ALKALINE PHOSPHATASE ACTIVITY,1,433,4,0.3755048059917345
ACETYL COA METABOLIC PROCESS,1,433,4,0.3755048059917345
POSITIVE REGULATION OF CHOLESTEROL METABOLIC PROCESS,1,433,4,0.3755048059917345
REGULATION OF PANCREATIC JUICE SECRETION,1,433,4,0.3755048059917345
ANTERIOR COMMISSURE MORPHOGENESIS,1,433,4,0.3755048059917345
TANGENTIAL MIGRATION FROM THE SUBVENTRICULAR ZONE TO THE OLFACTORY BULB,1,433,4,0.3755048059917345
REGULATION OF ACTIN NUCLEATION,1,433,4,0.3755048059917345
POSITIVE REGULATION OF ENAMEL MINERALIZATION,1,433,4,0.3755048059917345
CELLULAR RESPONSE TO INSULIN LIKE GROWTH FACTOR STIMULUS,1,433,4,0.3755048059917345
SENSORY PERCEPTION OF SOUR TASTE,1,433,4,0.3755048059917345
FERROPTOSIS,1,433,4,0.3755048059917345
HORMONE CATABOLIC PROCESS,1,433,4,0.3755048059917345
THYROID STIMULATING HORMONE SECRETING CELL DIFFERENTIATION,1,433,4,0.3755048059917345
PREPULSE INHIBITION,1,433,4,0.3755048059917345
VITAMIN TRANSMEMBRANE TRANSPORT,1,433,4,0.3755048059917345
PROSTATE GLANDULAR ACINUS MORPHOGENESIS,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF PLATELET DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1,433,4,0.3755048059917345
REGULATION OF CORTISOL BIOSYNTHETIC PROCESS,1,433,4,0.3755048059917345
POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL,1,433,4,0.3755048059917345
POSITIVE REGULATION OF NATURAL KILLER CELL CHEMOTAXIS,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF TOLL LIKE RECEPTOR SIGNALING PATHWAY,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF THYMOCYTE APOPTOTIC PROCESS,1,433,4,0.3755048059917345
GLYCOLIPID CATABOLIC PROCESS,1,433,4,0.3755048059917345
REGULATION OF BRANCHING MORPHOGENESIS OF A NERVE,1,433,4,0.3755048059917345
PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS,1,433,4,0.3755048059917345
QUATERNARY AMMONIUM GROUP TRANSPORT,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF VITAMIN METABOLIC PROCESS,1,433,4,0.3755048059917345
POSITIVE REGULATION OF HEAT GENERATION,1,433,4,0.3755048059917345
MICROTUBULE ORGANIZING CENTER LOCALIZATION,1,433,4,0.3755048059917345
REGULATION OF PROTEIN KINASE A SIGNALING,1,433,4,0.3755048059917345
ESTABLISHMENT OR MAINTENANCE OF TRANSMEMBRANE ELECTROCHEMICAL GRADIENT,1,433,4,0.3755048059917345
NUCLEOTIDE SUGAR METABOLIC PROCESS,1,433,4,0.3755048059917345
POSITIVE REGULATION OF HOMOTYPIC CELL CELL ADHESION,1,433,4,0.3755048059917345
POSITIVE REGULATION OF FEVER GENERATION,1,433,4,0.3755048059917345
GLUCOSAMINE CONTAINING COMPOUND METABOLIC PROCESS,1,433,4,0.3755048059917345
MYD88 INDEPENDENT TOLL LIKE RECEPTOR SIGNALING PATHWAY,1,433,4,0.3755048059917345
LIPID DROPLET ORGANIZATION,1,433,4,0.3755048059917345
SA NODE CELL TO ATRIAL CARDIAC MUSCLE CELL COMMUNICATION,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF CHEMOKINE MEDIATED SIGNALING PATHWAY,1,433,4,0.3755048059917345
POSITIVE REGULATION OF NATURAL KILLER CELL CYTOKINE PRODUCTION,1,433,4,0.3755048059917345
REGULATORY NCRNA MEDIATED HETEROCHROMATIN FORMATION,1,433,4,0.3755048059917345
MYOSIN FILAMENT ASSEMBLY,1,433,4,0.3755048059917345
MYOSIN FILAMENT ORGANIZATION,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,1,433,4,0.3755048059917345
LOW DENSITY LIPOPROTEIN PARTICLE REMODELING,1,433,4,0.3755048059917345
HIGH DENSITY LIPOPROTEIN PARTICLE ASSEMBLY,1,433,4,0.3755048059917345
ENDOTHELIAL CELL FATE COMMITMENT,1,433,4,0.3755048059917345
ATRIAL CARDIAC MUSCLE CELL TO AV NODE CELL COMMUNICATION,1,433,4,0.3755048059917345
NONRIBOSOMAL PEPTIDE BIOSYNTHETIC PROCESS,1,433,4,0.3755048059917345
DIOL METABOLIC PROCESS,1,433,4,0.3755048059917345
TELOMERE CAPPING,1,433,4,0.3755048059917345
G PROTEIN COUPLED ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY,1,433,4,0.3755048059917345
REGULATION OF SYNAPTIC VESICLE ENDOCYTOSIS,1,433,4,0.3755048059917345
CELL CELL JUNCTION DISASSEMBLY,1,433,4,0.3755048059917345
POLYAMINE TRANSPORT,1,433,4,0.3755048059917345
G PROTEIN COUPLED DOPAMINE RECEPTOR SIGNALING PATHWAY,1,433,4,0.3755048059917345
POSITIVE REGULATION OF INFLAMMASOME MEDIATED SIGNALING PATHWAY,1,433,4,0.3755048059917345
REGULATION OF RECEPTOR BINDING,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF PROGRAMMED NECROTIC CELL DEATH,1,433,4,0.3755048059917345
REGULATION OF CALCIUM ION IMPORT ACROSS PLASMA MEMBRANE,1,433,4,0.3755048059917345
RENAL SYSTEM PROCESS INVOLVED IN REGULATION OF BLOOD VOLUME,1,433,4,0.3755048059917345
POSITIVE REGULATION OF KILLING OF CELLS OF ANOTHER ORGANISM,1,433,4,0.3755048059917345
REGULATION OF RECEPTOR LOCALIZATION TO SYNAPSE,1,433,4,0.3755048059917345
TOXIN METABOLIC PROCESS,1,433,4,0.3755048059917345
REGULATION OF KILLING OF CELLS OF ANOTHER ORGANISM,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF RESPONSE TO NUTRIENT LEVELS,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF BLOOD CIRCULATION,1,433,4,0.3755048059917345
ATRIOVENTRICULAR CANAL MORPHOGENESIS,1,433,4,0.3755048059917345
SULFATE TRANSMEMBRANE TRANSPORT,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,1,433,4,0.3755048059917345
ANTIFUNGAL HUMORAL RESPONSE,1,433,4,0.3755048059917345
SPINDLE LOCALIZATION,1,433,4,0.3755048059917345
REGULATION OF DELAYED RECTIFIER POTASSIUM CHANNEL ACTIVITY,1,433,4,0.3755048059917345
FIBROBLAST APOPTOTIC PROCESS,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF CELL GROWTH INVOLVED IN CARDIAC MUSCLE CELL DEVELOPMENT,1,433,4,0.3755048059917345
ACTIN NUCLEATION,1,433,4,0.3755048059917345
REGULATION OF VIRAL ENTRY INTO HOST CELL,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF NATURAL KILLER CELL ACTIVATION,1,433,4,0.3755048059917345
CELL QUIESCENCE,1,433,4,0.3755048059917345
POSITIVE REGULATION OF MAST CELL CYTOKINE PRODUCTION,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF JUN KINASE ACTIVITY,1,433,4,0.3755048059917345
POSITIVE REGULATION OF MYELOID CELL APOPTOTIC PROCESS,1,433,4,0.3755048059917345
SPHINGOMYELIN METABOLIC PROCESS,1,433,4,0.3755048059917345
T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL,1,433,4,0.3755048059917345
CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS,1,433,4,0.3755048059917345
DORSAL VENTRAL AXIS SPECIFICATION,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF CELL FATE SPECIFICATION,1,433,4,0.3755048059917345
MEMBRANE REPOLARIZATION DURING ACTION POTENTIAL,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL DIFFERENTIATION,1,433,4,0.3755048059917345
CEREBELLAR GRANULAR LAYER FORMATION,1,433,4,0.3755048059917345
CEREBELLAR GRANULAR LAYER MORPHOGENESIS,1,433,4,0.3755048059917345
CEREBELLAR GRANULAR LAYER DEVELOPMENT,1,433,4,0.3755048059917345
IRON IMPORT INTO CELL,1,433,4,0.3755048059917345
REGULATION OF ANTIGEN PROCESSING AND PRESENTATION,1,433,4,0.3755048059917345
POSITIVE REGULATION OF CAMP MEDIATED SIGNALING,1,433,4,0.3755048059917345
DICARBOXYLIC ACID BIOSYNTHETIC PROCESS,1,433,4,0.3755048059917345
FATTY ACID BETA OXIDATION,1,433,4,0.3755048059917345
RESPONSE TO CARBON DIOXIDE,1,433,4,0.3755048059917345
ESTABLISHMENT OF SPINDLE ORIENTATION,1,433,4,0.3755048059917345
REGULATION OF SOMITOGENESIS,1,433,4,0.3755048059917345
POSITIVE REGULATION OF LONG TERM NEURONAL SYNAPTIC PLASTICITY,1,433,4,0.3755048059917345
C4 DICARBOXYLATE TRANSPORT,1,433,4,0.3755048059917345
POSITIVE REGULATION OF CD8 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,1,433,4,0.3755048059917345
GLUTAMATE METABOLIC PROCESS,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF NEUROTRANSMITTER TRANSPORT,1,433,4,0.3755048059917345
PARAMESONEPHRIC DUCT DEVELOPMENT,1,433,4,0.3755048059917345
POSITIVE REGULATION OF CELLULAR RESPIRATION,1,433,4,0.3755048059917345
HYPERSENSITIVITY,1,433,4,0.3755048059917345
NEGATIVE REGULATION OF CATECHOLAMINE SECRETION,1,433,4,0.3755048059917345
SKELETAL MUSCLE ORGAN DEVELOPMENT,12,433,96,0.37636981083628046
REGULATION OF VESICLE MEDIATED TRANSPORT,15,433,122,0.37703959528293707
REGULATION OF PROTEIN MODIFICATION PROCESS,26,433,218,0.3773940349865495
POSITIVE REGULATION OF OSSIFICATION,4,433,28,0.3781412785919658
PHENOL CONTAINING COMPOUND BIOSYNTHETIC PROCESS,4,433,28,0.3781412785919658
REGULATION OF CELLULAR COMPONENT SIZE,10,433,79,0.379668108402683
NEGATIVE REGULATION OF CELLULAR COMPONENT ORGANIZATION,16,433,131,0.3809498482434303
POSITIVE REGULATION OF PROTEIN LOCALIZATION,13,433,105,0.38133380167140396
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,8,433,62,0.38214961259238905
ORGANELLE FISSION,8,433,62,0.38214961259238905
EPIDERMIS DEVELOPMENT,20,433,166,0.38249761605861055
REGULATION OF TRANSPORTER ACTIVITY,6,433,45,0.3827552417158596
MULTICELLULAR ORGANISMAL RESPONSE TO STRESS,6,433,45,0.3827552417158596
DEVELOPMENT OF PRIMARY FEMALE SEXUAL CHARACTERISTICS,6,433,45,0.3827552417158596
MYOTUBE DIFFERENTIATION,6,433,45,0.3827552417158596
NEGATIVE REGULATION OF ALPHA BETA T CELL ACTIVATION,3,433,20,0.385992987458918
VITAMIN METABOLIC PROCESS,3,433,20,0.385992987458918
NEGATIVE REGULATION OF REPRODUCTIVE PROCESS,3,433,20,0.385992987458918
REGULATION OF SMOOTH MUSCLE CONTRACTION,3,433,20,0.385992987458918
INTRACELLULAR SIGNALING CASSETTE,49,433,422,0.3868189380202271
RESPONSE TO ACETYLCHOLINE,2,433,12,0.391324724443602
REGULATION OF MITOCHONDRION ORGANIZATION,2,433,12,0.391324724443602
RNA LOCALIZATION,2,433,12,0.391324724443602
ENAMEL MINERALIZATION,2,433,12,0.391324724443602
LYMPHOCYTE COSTIMULATION,2,433,12,0.391324724443602
CARDIAC MYOFIBRIL ASSEMBLY,2,433,12,0.391324724443602
REGULATION OF LYMPHOCYTE CHEMOTAXIS,2,433,12,0.391324724443602
PROTEIN LOCALIZATION TO CHROMOSOME,2,433,12,0.391324724443602
REGULATION OF SUBSTRATE ADHESION DEPENDENT CELL SPREADING,2,433,12,0.391324724443602
NEGATIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT,2,433,12,0.391324724443602
INTERFERON BETA PRODUCTION,2,433,12,0.391324724443602
BRANCHING INVOLVED IN MAMMARY GLAND DUCT MORPHOGENESIS,2,433,12,0.391324724443602
RESPONSE TO IMMOBILIZATION STRESS,2,433,12,0.391324724443602
POSITIVE REGULATION OF MUSCLE CELL APOPTOTIC PROCESS,2,433,12,0.391324724443602
DETERMINATION OF ADULT LIFESPAN,2,433,12,0.391324724443602
NEGATIVE REGULATION OF PROTEIN POLYMERIZATION,2,433,12,0.391324724443602
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,2,433,12,0.391324724443602
IMMUNE RESPONSE TO TUMOR CELL,2,433,12,0.391324724443602
PEPTIDYL THREONINE MODIFICATION,2,433,12,0.391324724443602
CALCIUM ION TRANSPORT INTO CYTOSOL,2,433,12,0.391324724443602
NEUROMUSCULAR JUNCTION DEVELOPMENT,2,433,12,0.391324724443602
NEGATIVE REGULATION OF STEROID METABOLIC PROCESS,2,433,12,0.391324724443602
ENDOLYSOSOMAL TOLL LIKE RECEPTOR SIGNALING PATHWAY,2,433,12,0.391324724443602
POSITIVE REGULATION OF T CELL MIGRATION,2,433,12,0.391324724443602
PHOSPHATE ION HOMEOSTASIS,2,433,12,0.391324724443602
POSITIVE REGULATION OF CIRCADIAN RHYTHM,2,433,12,0.391324724443602
REGULATION OF JUN KINASE ACTIVITY,2,433,12,0.391324724443602
CELL DIFFERENTIATION IN HINDBRAIN,2,433,12,0.391324724443602
POSITIVE REGULATION OF AMINE TRANSPORT,2,433,12,0.391324724443602
PROSTANOID METABOLIC PROCESS,2,433,12,0.391324724443602
SUPRAMOLECULAR FIBER ORGANIZATION,22,433,185,0.398175078986985
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL,6,433,46,0.4035281973981398
PHENOL CONTAINING COMPOUND METABOLIC PROCESS,6,433,46,0.4035281973981398
RESPIRATORY GASEOUS EXCHANGE BY RESPIRATORY SYSTEM,4,433,29,0.40449175490059774
TISSUE REGENERATION,4,433,29,0.40449175490059774
REGULATION OF EXOCYTOSIS,7,433,55,0.4113604463308893
REGULATION OF OSTEOBLAST DIFFERENTIATION,7,433,55,0.4113604463308893
POSITIVE REGULATION OF CYTOKINE PRODUCTION,19,433,160,0.4130431296805467
SMOOTH MUSCLE CELL MIGRATION,5,433,38,0.41610789986181745
CELL ADHESION MEDIATED BY INTEGRIN,5,433,38,0.41610789986181745
T HELPER 1 TYPE IMMUNE RESPONSE,3,433,21,0.41733731446678646
STEROID HORMONE BIOSYNTHETIC PROCESS,3,433,21,0.41733731446678646
NEGATIVE REGULATION OF MIRNA METABOLIC PROCESS,3,433,21,0.41733731446678646
RESPONSE TO HEAT,3,433,21,0.41733731446678646
ANTIGEN PROCESSING AND PRESENTATION,3,433,21,0.41733731446678646
REGULATION OF LEUKOCYTE DEGRANULATION,3,433,21,0.41733731446678646
POSITIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION,3,433,21,0.41733731446678646
SYNCYTIUM FORMATION,3,433,21,0.41733731446678646
REGULATION OF CELLULAR PH,3,433,21,0.41733731446678646
REGULATION OF RNA STABILITY,3,433,21,0.41733731446678646
CALCIUM ION TRANSMEMBRANE TRANSPORT,12,433,99,0.4189616295353735
MYELOID LEUKOCYTE DIFFERENTIATION,13,433,108,0.42219254897346264
CILIUM MOVEMENT,6,433,47,0.42425291876492655
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,10,433,82,0.4266417354517972
PEPTIDYL AMINO ACID MODIFICATION,15,433,126,0.4275861258495971
LOCOMOTORY BEHAVIOR,11,433,91,0.43016170584529695
CARBOHYDRATE HOMEOSTASIS,11,433,91,0.43016170584529695
ALPHA BETA T CELL DIFFERENTIATION,7,433,56,0.43036320237694775
ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS,4,433,30,0.4306262908985707
LUNG ALVEOLUS DEVELOPMENT,4,433,30,0.4306262908985707
REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS,4,433,30,0.4306262908985707
CELLULAR EXTRAVASATION,4,433,30,0.4306262908985707
REGULATION OF BEHAVIOR,4,433,30,0.4306262908985707
EYE PHOTORECEPTOR CELL DIFFERENTIATION,4,433,30,0.4306262908985707
TETRAPYRROLE METABOLIC PROCESS,2,433,13,0.4319254601588369
T HELPER 1 CELL DIFFERENTIATION,2,433,13,0.4319254601588369
RESPONSE TO FLUID SHEAR STRESS,2,433,13,0.4319254601588369
MEMBRANE PROTEIN PROTEOLYSIS,2,433,13,0.4319254601588369
REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,2,433,13,0.4319254601588369
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION,2,433,13,0.4319254601588369
REGULATION OF AMINO ACID TRANSPORT,2,433,13,0.4319254601588369
CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,2,433,13,0.4319254601588369
VITAMIN TRANSPORT,2,433,13,0.4319254601588369
LIPOSACCHARIDE METABOLIC PROCESS,2,433,13,0.4319254601588369
RESPONSE TO STEROL,2,433,13,0.4319254601588369
COLLAGEN CATABOLIC PROCESS,2,433,13,0.4319254601588369
SIGNALING RECEPTOR LIGAND PRECURSOR PROCESSING,2,433,13,0.4319254601588369
MELANIN METABOLIC PROCESS,2,433,13,0.4319254601588369
RESPONSE TO AMYLOID BETA,2,433,13,0.4319254601588369
RESPONSE TO ANGIOTENSIN,2,433,13,0.4319254601588369
CAMP PKA SIGNAL TRANSDUCTION,2,433,13,0.4319254601588369
NEGATIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,2,433,13,0.4319254601588369
PRESYNAPTIC MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION,2,433,13,0.4319254601588369
B CELL HOMEOSTASIS,2,433,13,0.4319254601588369
RESPONSE TO INTERFERON BETA,2,433,13,0.4319254601588369
P38MAPK CASCADE,2,433,13,0.4319254601588369
LONG CHAIN FATTY ACID TRANSPORT,2,433,13,0.4319254601588369
PROTEIN DEPHOSPHORYLATION,2,433,13,0.4319254601588369
SUBPALLIUM DEVELOPMENT,2,433,13,0.4319254601588369
CATECHOL CONTAINING COMPOUND BIOSYNTHETIC PROCESS,2,433,13,0.4319254601588369
DEFENSE RESPONSE TO FUNGUS,2,433,13,0.4319254601588369
T CELL CYTOKINE PRODUCTION,2,433,13,0.4319254601588369
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,2,433,13,0.4319254601588369
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION,2,433,13,0.4319254601588369
ACID SECRETION,2,433,13,0.4319254601588369
MAINTENANCE OF SYNAPSE STRUCTURE,2,433,13,0.4319254601588369
REGULATION OF FEEDING BEHAVIOR,2,433,13,0.4319254601588369
LOCOMOTOR RHYTHM,2,433,13,0.4319254601588369
REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL,2,433,13,0.4319254601588369
STARTLE RESPONSE,2,433,13,0.4319254601588369
NEGATIVE REGULATION OF TRANSPORT,12,433,100,0.43319596873114785
PHOSPHORYLATION,28,433,242,0.4370312618547976
POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS,5,433,39,0.4389972228681399
REGULATION OF BMP SIGNALING PATHWAY,5,433,39,0.4389972228681399
NEUTROPHIL CHEMOTAXIS,5,433,39,0.4389972228681399
REGULATION OF PHOSPHORYLATION,23,433,198,0.44116720377455987
REGULATION OF NEURON APOPTOTIC PROCESS,10,433,83,0.442296891634537
DEFENSE RESPONSE TO VIRUS,6,433,48,0.44487534040371196
SYNAPTIC TRANSMISSION DOPAMINERGIC,1,433,5,0.44489316088154174
RENAL SODIUM ION ABSORPTION,1,433,5,0.44489316088154174
NEGATIVE REGULATION OF ALPHA BETA T CELL PROLIFERATION,1,433,5,0.44489316088154174
DENDRITIC CELL CHEMOTAXIS,1,433,5,0.44489316088154174
TRANSPOSITION,1,433,5,0.44489316088154174
POSITIVE REGULATION OF GRANULOCYTE MACROPHAGE COLONY STIMULATING FACTOR PRODUCTION,1,433,5,0.44489316088154174
NEGATIVE REGULATION OF NUCLEAR DIVISION,1,433,5,0.44489316088154174
RESPONSE TO WATER,1,433,5,0.44489316088154174
METANEPHRIC TUBULE FORMATION,1,433,5,0.44489316088154174
NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM STRESS INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY,1,433,5,0.44489316088154174
PROXIMAL DISTAL PATTERN FORMATION INVOLVED IN NEPHRON DEVELOPMENT,1,433,5,0.44489316088154174
REGULATION OF ENDOPLASMIC RETICULUM STRESS INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY,1,433,5,0.44489316088154174
METANEPHRIC MESENCHYMAL CELL DIFFERENTIATION,1,433,5,0.44489316088154174
CDC42 PROTEIN SIGNAL TRANSDUCTION,1,433,5,0.44489316088154174
POSITIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL PROLIFERATION,1,433,5,0.44489316088154174
POSITIVE REGULATION OF PHOSPHOLIPID TRANSPORT,1,433,5,0.44489316088154174
PEPTIDE CATABOLIC PROCESS,1,433,5,0.44489316088154174
REGULATION OF PROGRAMMED NECROTIC CELL DEATH,1,433,5,0.44489316088154174
REGULATION OF SULFUR METABOLIC PROCESS,1,433,5,0.44489316088154174
POSITIVE REGULATION OF T HELPER 1 CELL DIFFERENTIATION,1,433,5,0.44489316088154174
REGULATION OF CHLORIDE TRANSPORT,1,433,5,0.44489316088154174
REGULATION OF VITAMIN D BIOSYNTHETIC PROCESS,1,433,5,0.44489316088154174
RESPONSE TO INTERLEUKIN 7,1,433,5,0.44489316088154174
CELLULAR RESPONSE TO ACIDIC PH,1,433,5,0.44489316088154174
ENDOPLASMIC RETICULUM TO GOLGI VESICLE MEDIATED TRANSPORT,1,433,5,0.44489316088154174
CONNECTIVE TISSUE REPLACEMENT,1,433,5,0.44489316088154174
CELLULAR RESPONSE TO OXYGEN RADICAL,1,433,5,0.44489316088154174
AV NODE CELL TO BUNDLE OF HIS CELL COMMUNICATION,1,433,5,0.44489316088154174
PINOCYTOSIS,1,433,5,0.44489316088154174
FOREBRAIN RADIAL GLIAL CELL DIFFERENTIATION,1,433,5,0.44489316088154174
PROTEIN TRANSMEMBRANE TRANSPORT,1,433,5,0.44489316088154174
CELLULAR RESPONSE TO MONOAMINE STIMULUS,1,433,5,0.44489316088154174
DETECTION OF EXTERNAL BIOTIC STIMULUS,1,433,5,0.44489316088154174
VITAMIN D BIOSYNTHETIC PROCESS,1,433,5,0.44489316088154174
SODIUM ION IMPORT ACROSS PLASMA MEMBRANE,1,433,5,0.44489316088154174
MAINTENANCE OF POSTSYNAPTIC SPECIALIZATION STRUCTURE,1,433,5,0.44489316088154174
REGULATION OF CALCIDIOL 1 MONOOXYGENASE ACTIVITY,1,433,5,0.44489316088154174
FAT PAD DEVELOPMENT,1,433,5,0.44489316088154174
TYPE B PANCREATIC CELL APOPTOTIC PROCESS,1,433,5,0.44489316088154174
BENZENE CONTAINING COMPOUND METABOLIC PROCESS,1,433,5,0.44489316088154174
NEGATIVE REGULATION OF COLLAGEN METABOLIC PROCESS,1,433,5,0.44489316088154174
POSITIVE REGULATION OF CAMP PKA SIGNAL TRANSDUCTION,1,433,5,0.44489316088154174
FEVER GENERATION,1,433,5,0.44489316088154174
NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION,1,433,5,0.44489316088154174
NEGATIVE REGULATION OF POST TRANSCRIPTIONAL GENE SILENCING,1,433,5,0.44489316088154174
POSITIVE REGULATION OF TRANSCRIPTION BY GLUCOSE,1,433,5,0.44489316088154174
EPITHELIAL CELL CELL ADHESION,1,433,5,0.44489316088154174
AV NODE CELL TO BUNDLE OF HIS CELL SIGNALING,1,433,5,0.44489316088154174
HYPEROSMOTIC RESPONSE,1,433,5,0.44489316088154174
REGULATION OF CHEMOKINE MEDIATED SIGNALING PATHWAY,1,433,5,0.44489316088154174
REGULATION OF ESTABLISHMENT OF PLANAR POLARITY,1,433,5,0.44489316088154174
MHC CLASS II BIOSYNTHETIC PROCESS,1,433,5,0.44489316088154174
REGULATION OF ANOIKIS,1,433,5,0.44489316088154174
ECTODERM FORMATION,1,433,5,0.44489316088154174
REGULATION OF T HELPER 17 CELL DIFFERENTIATION,1,433,5,0.44489316088154174
NEGATIVE REGULATION OF T HELPER 17 TYPE IMMUNE RESPONSE,1,433,5,0.44489316088154174
REGULATION OF RECEPTOR CLUSTERING,1,433,5,0.44489316088154174
