pathway,overlap,gene_set_size,pathway_size,p_value
MANCHETTE ASSEMBLY,1,252,3,0.18159049653910111
POSITIVE REGULATION OF INTERLEUKIN 13 PRODUCTION,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF INTERLEUKIN 5 PRODUCTION,1,252,3,0.18159049653910111
POSITIVE REGULATION OF COA TRANSFERASE ACTIVITY,1,252,3,0.18159049653910111
REGULATION OF AMINO ACID TRANSMEMBRANE TRANSPORT,1,252,3,0.18159049653910111
PLASMACYTOID DENDRITIC CELL ACTIVATION,1,252,3,0.18159049653910111
REDUCTION OF FOOD INTAKE IN RESPONSE TO DIETARY EXCESS,1,252,3,0.18159049653910111
REGULATION OF INTESTINAL LIPID ABSORPTION,1,252,3,0.18159049653910111
AGGRESSIVE BEHAVIOR,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF FATTY ACID OXIDATION,1,252,3,0.18159049653910111
ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,1,252,3,0.18159049653910111
REGULATION OF MACROPHAGE FUSION,1,252,3,0.18159049653910111
EOSINOPHIL MEDIATED IMMUNITY,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF EATING BEHAVIOR,1,252,3,0.18159049653910111
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL PROLIFERATION INVOLVED IN SPROUTING ANGIOGENESIS,1,252,3,0.18159049653910111
PENTOSE METABOLIC PROCESS,1,252,3,0.18159049653910111
PHOSPHATIDYLETHANOLAMINE METABOLIC PROCESS,1,252,3,0.18159049653910111
POSITIVE REGULATION OF TOLL LIKE RECEPTOR 9 SIGNALING PATHWAY,1,252,3,0.18159049653910111
REGULATION OF TOLL LIKE RECEPTOR 9 SIGNALING PATHWAY,1,252,3,0.18159049653910111
RETINOIC ACID CATABOLIC PROCESS,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS,1,252,3,0.18159049653910111
NEGATIVE REGULATION OF SUBSTRATE ADHESION DEPENDENT CELL SPREADING,1,252,3,0.18159049653910111
POSITIVE REGULATION OF PLATELET AGGREGATION,1,252,3,0.18159049653910111
AMP METABOLIC PROCESS,1,252,3,0.18159049653910111
POSITIVE REGULATION OF SYNAPTIC VESICLE ENDOCYTOSIS,1,252,3,0.18159049653910111
REGULATION OF GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS,1,252,3,0.18159049653910111
LIPID BIOSYNTHETIC PROCESS,11,252,125,0.1816721865423246
REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS,3,252,23,0.18267226475997728
REGULATION OF ORGANIC ACID TRANSPORT,3,252,23,0.18267226475997728
CELLULAR RESPONSE TO CORTICOSTEROID STIMULUS,3,252,23,0.18267226475997728
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,3,252,23,0.18267226475997728
REGULATION OF PLATELET ACTIVATION,3,252,23,0.18267226475997728
VACUOLAR LOCALIZATION,3,252,23,0.18267226475997728
PHOSPHOLIPID BIOSYNTHETIC PROCESS,3,252,23,0.18267226475997728
REGULATION OF CATABOLIC PROCESS,12,252,139,0.1846367459994685
HOMOTYPIC CELL CELL ADHESION,4,252,35,0.18689654347160228
NEGATIVE REGULATION OF GENE EXPRESSION EPIGENETIC,4,252,35,0.18689654347160228
PEPTIDYL AMINO ACID MODIFICATION,11,252,126,0.18839877393942644
DEFENSE RESPONSE TO VIRUS,5,252,48,0.1955227913964261
REGULATION OF PEPTIDE TRANSPORT,8,252,87,0.19746302397103366
CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS,6,252,61,0.19866461928527898
NEGATIVE REGULATION OF CELL CELL ADHESION,6,252,61,0.19866461928527898
REGULATION OF RESPONSE TO STRESS,24,252,310,0.19877090271613373
ENDOTHELIAL CELL APOPTOTIC PROCESS,3,252,24,0.19947233974159764
OLFACTORY LOBE DEVELOPMENT,3,252,24,0.19947233974159764
LEUKOCYTE DEGRANULATION,4,252,36,0.2003706649976994
T CELL MEDIATED IMMUNITY,4,252,36,0.2003706649976994
NATURAL KILLER CELL ACTIVATION,4,252,36,0.2003706649976994
T CELL ACTIVATION,16,252,197,0.20090440898783862
POSITIVE REGULATION OF SECRETION,11,252,128,0.20218929485523673
SEROTONIN TRANSPORT,2,252,13,0.20329947564977768
MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,2,252,13,0.20329947564977768
VITAMIN TRANSPORT,2,252,13,0.20329947564977768
RESPONSE TO AMINE,2,252,13,0.20329947564977768
BIOLOGICAL PHASE,2,252,13,0.20329947564977768
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION,2,252,13,0.20329947564977768
EXCRETION,2,252,13,0.20329947564977768
NEGATIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,2,252,13,0.20329947564977768
REGULATION OF GAMMA DELTA T CELL ACTIVATION,2,252,13,0.20329947564977768
TRANSEPITHELIAL TRANSPORT,2,252,13,0.20329947564977768
FOAM CELL DIFFERENTIATION,2,252,13,0.20329947564977768
RESPONSE TO STEROL,2,252,13,0.20329947564977768
B CELL HOMEOSTASIS,2,252,13,0.20329947564977768
REGULATION OF PLATELET AGGREGATION,2,252,13,0.20329947564977768
TYPE II INTERFERON PRODUCTION,5,252,49,0.2071431698130774
POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,5,252,49,0.2071431698130774
VIRAL PROCESS,6,252,62,0.2089698921765264
REGULATION OF PHAGOCYTOSIS,4,252,37,0.21412653400202086
REGULATION OF RESPONSE TO EXTERNAL STIMULUS,23,252,299,0.21420587757254442
STEROID METABOLIC PROCESS,8,252,89,0.2146329633332141
LEUKOCYTE MEDIATED IMMUNITY,11,252,130,0.21640945372708234
D GLUCOSE IMPORT,3,252,25,0.21662262145894753
REGULATION OF T CELL MEDIATED IMMUNITY,3,252,25,0.21662262145894753
NEGATIVE REGULATION OF DNA BINDING,3,252,25,0.21662262145894753
NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS,3,252,25,0.21662262145894753
CELLULAR RESPONSE TO BIOTIC STIMULUS,7,252,76,0.2176771043901533
CELL KILLING,7,252,76,0.2176771043901533
COGNITION,10,252,117,0.22185241099238792
T CELL DIFFERENTIATION,11,252,131,0.22367264445816626
SEXUAL REPRODUCTION,16,252,201,0.22395412992962058
TYPE B PANCREATIC CELL PROLIFERATION,2,252,14,0.22767308826996646
POSITIVE REGULATION OF GLUCOSE METABOLIC PROCESS,2,252,14,0.22767308826996646
REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION,2,252,14,0.22767308826996646
RESPONSE TO TESTOSTERONE,2,252,14,0.22767308826996646
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY,2,252,14,0.22767308826996646
POSITIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION,2,252,14,0.22767308826996646
POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION,2,252,14,0.22767308826996646
CELL VOLUME HOMEOSTASIS,2,252,14,0.22767308826996646
POSITIVE REGULATION OF INFLAMMATORY RESPONSE,4,252,38,0.2281353729514954
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,4,252,38,0.2281353729514954
INTERLEUKIN 6 PRODUCTION,5,252,51,0.23103120349490927
LYMPHOCYTE MEDIATED IMMUNITY,8,252,91,0.2323530771790478
NEGATIVE REGULATION OF CELL ADHESION,8,252,91,0.2323530771790478
HOST MEDIATED PERTURBATION OF SYMBIONT PROCESS,3,252,26,0.2340666672560569
REGULATION OF CARBOHYDRATE BIOSYNTHETIC PROCESS,3,252,26,0.2340666672560569
NEGATIVE REGULATION OF WOUND HEALING,3,252,26,0.2340666672560569
LYMPHOCYTE APOPTOTIC PROCESS,3,252,26,0.2340666672560569
FATTY ACID TRANSPORT,3,252,26,0.2340666672560569
GLANDULAR EPITHELIAL CELL DIFFERENTIATION,3,252,26,0.2340666672560569
REGULATION OF DENDRITIC CELL DIFFERENTIATION,1,252,4,0.23449947418716333
ADENOSINE METABOLIC PROCESS,1,252,4,0.23449947418716333
PURINE RIBONUCLEOSIDE METABOLIC PROCESS,1,252,4,0.23449947418716333
PEPTIDYL LYSINE ACETYLATION,1,252,4,0.23449947418716333
LATERAL VENTRICLE DEVELOPMENT,1,252,4,0.23449947418716333
MACROPHAGE FUSION,1,252,4,0.23449947418716333
REGULATION OF AEROBIC RESPIRATION,1,252,4,0.23449947418716333
POSITIVE REGULATION OF PHOSPHOLIPID METABOLIC PROCESS,1,252,4,0.23449947418716333
POSITIVE REGULATION OF HOMOTYPIC CELL CELL ADHESION,1,252,4,0.23449947418716333
REGULATION OF MICROVILLUS ASSEMBLY,1,252,4,0.23449947418716333
REGULATION OF OXIDATIVE PHOSPHORYLATION,1,252,4,0.23449947418716333
RESPONSE TO SODIUM PHOSPHATE,1,252,4,0.23449947418716333
POSITIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT,1,252,4,0.23449947418716333
TOLERANCE INDUCTION TO SELF ANTIGEN,1,252,4,0.23449947418716333
T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL,1,252,4,0.23449947418716333
PRE B CELL DIFFERENTIATION,1,252,4,0.23449947418716333
POSITIVE REGULATION OF ACTION POTENTIAL,1,252,4,0.23449947418716333
CEREBELLAR GRANULAR LAYER FORMATION,1,252,4,0.23449947418716333
NEGATIVE REGULATION OF INTERLEUKIN 4 PRODUCTION,1,252,4,0.23449947418716333
URATE METABOLIC PROCESS,1,252,4,0.23449947418716333
REGULATION OF VIRAL ENTRY INTO HOST CELL,1,252,4,0.23449947418716333
TERPENOID BIOSYNTHETIC PROCESS,1,252,4,0.23449947418716333
RESPONSE TO CHROMATE,1,252,4,0.23449947418716333
POSITIVE REGULATION OF MEGAKARYOCYTE DIFFERENTIATION,1,252,4,0.23449947418716333
GLUCOSAMINE CONTAINING COMPOUND METABOLIC PROCESS,1,252,4,0.23449947418716333
LIPID DROPLET ORGANIZATION,1,252,4,0.23449947418716333
RENAL WATER TRANSPORT,1,252,4,0.23449947418716333
REGULATION OF SYNAPTIC VESICLE ENDOCYTOSIS,1,252,4,0.23449947418716333
PHOSPHATE ION TRANSMEMBRANE TRANSPORT,1,252,4,0.23449947418716333
POSITIVE REGULATION OF THE FORCE OF HEART CONTRACTION,1,252,4,0.23449947418716333
MICROTUBULE BASED PROTEIN TRANSPORT,1,252,4,0.23449947418716333
GLUTAMATE METABOLIC PROCESS,1,252,4,0.23449947418716333
ISOPRENOID BIOSYNTHETIC PROCESS,1,252,4,0.23449947418716333
CERAMIDE TRANSPORT,1,252,4,0.23449947418716333
PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS,1,252,4,0.23449947418716333
INTERMEMBRANE LIPID TRANSFER,1,252,4,0.23449947418716333
CEREBELLAR GRANULAR LAYER DEVELOPMENT,1,252,4,0.23449947418716333
CEREBELLAR GRANULAR LAYER MORPHOGENESIS,1,252,4,0.23449947418716333
POLYAMINE TRANSPORT,1,252,4,0.23449947418716333
PROLINE TRANSPORT,1,252,4,0.23449947418716333
HOMOLOGOUS RECOMBINATION,1,252,4,0.23449947418716333
CELL QUIESCENCE,1,252,4,0.23449947418716333
NEGATIVE REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION,1,252,4,0.23449947418716333
PHOTORECEPTOR CELL OUTER SEGMENT ORGANIZATION,1,252,4,0.23449947418716333
REGULATION OF SYNAPTIC TRANSMISSION CHOLINERGIC,1,252,4,0.23449947418716333
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION CHOLINERGIC,1,252,4,0.23449947418716333
NEGATIVE REGULATION OF RESPONSE TO NUTRIENT LEVELS,1,252,4,0.23449947418716333
RESPONSE TO STILBENOID,1,252,4,0.23449947418716333
COMMON MYELOID PROGENITOR CELL PROLIFERATION,1,252,4,0.23449947418716333
POSITIVE REGULATION OF TRIGLYCERIDE LIPASE ACTIVITY,1,252,4,0.23449947418716333
EPINEPHRINE TRANSPORT,1,252,4,0.23449947418716333
URINARY BLADDER SMOOTH MUSCLE CONTRACTION,1,252,4,0.23449947418716333
PERIPHERAL NERVOUS SYSTEM AXON REGENERATION,1,252,4,0.23449947418716333
ADRENERGIC RECEPTOR SIGNALING PATHWAY,1,252,4,0.23449947418716333
CELLULAR RESPONSE TO EXOGENOUS DSRNA,1,252,4,0.23449947418716333
REGULATION OF EXIT FROM MITOSIS,1,252,4,0.23449947418716333
POSITIVE REGULATION OF CAMP MEDIATED SIGNALING,1,252,4,0.23449947418716333
REGULATION OF VACUOLE ORGANIZATION,1,252,4,0.23449947418716333
PROGESTERONE RECEPTOR SIGNALING PATHWAY,1,252,4,0.23449947418716333
NEGATIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,1,252,4,0.23449947418716333
REGULATION OF TRIGLYCERIDE STORAGE,1,252,4,0.23449947418716333
REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE,1,252,4,0.23449947418716333
CELLULAR RESPONSE TO MAGNESIUM ION,1,252,4,0.23449947418716333
REGULATION OF MICROTUBULE DEPOLYMERIZATION,1,252,4,0.23449947418716333
RESPONSE TO METHANOL,1,252,4,0.23449947418716333
NEGATIVE REGULATION OF CELL CELL ADHESION MEDIATED BY CADHERIN,1,252,4,0.23449947418716333
ATRIOVENTRICULAR CANAL MORPHOGENESIS,1,252,4,0.23449947418716333
POSITIVE REGULATION OF NON CANONICAL WNT SIGNALING PATHWAY,1,252,4,0.23449947418716333
DORSAL VENTRAL AXIS SPECIFICATION,1,252,4,0.23449947418716333
DRINKING BEHAVIOR,1,252,4,0.23449947418716333
PREPULSE INHIBITION,1,252,4,0.23449947418716333
THYROID STIMULATING HORMONE SECRETING CELL DIFFERENTIATION,1,252,4,0.23449947418716333
VITAMIN CATABOLIC PROCESS,1,252,4,0.23449947418716333
PYRIMIDINE RIBONUCLEOTIDE METABOLIC PROCESS,1,252,4,0.23449947418716333
TUBE LUMEN CAVITATION,1,252,4,0.23449947418716333
NEGATIVE REGULATION OF CELL GROWTH INVOLVED IN CARDIAC MUSCLE CELL DEVELOPMENT,1,252,4,0.23449947418716333
RIBONUCLEOSIDE METABOLIC PROCESS,1,252,4,0.23449947418716333
POSITIVE REGULATION OF CD8 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,1,252,4,0.23449947418716333
HEPOXILIN METABOLIC PROCESS,1,252,4,0.23449947418716333
NEGATIVE REGULATION OF PROTEIN IMPORT INTO NUCLEUS,1,252,4,0.23449947418716333
RESPONSE TO AMMONIUM ION,1,252,4,0.23449947418716333
DEDIFFERENTIATION,1,252,4,0.23449947418716333
NEGATIVE REGULATION OF NEUROTRANSMITTER TRANSPORT,1,252,4,0.23449947418716333
REGULATION OF PROTON TRANSPORT,1,252,4,0.23449947418716333
POSITIVE REGULATION OF NATURAL KILLER CELL CHEMOTAXIS,1,252,4,0.23449947418716333
REGULATION OF T HELPER 2 CELL CYTOKINE PRODUCTION,1,252,4,0.23449947418716333
REGULATION OF AUTOPHAGOSOME ASSEMBLY,1,252,4,0.23449947418716333
IRON IMPORT INTO CELL,1,252,4,0.23449947418716333
POSITIVE REGULATION OF CELL FATE COMMITMENT,1,252,4,0.23449947418716333
SULFATION,1,252,4,0.23449947418716333
PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS,1,252,4,0.23449947418716333
REGULATION OF THYMOCYTE MIGRATION,1,252,4,0.23449947418716333
CELLULAR RESPONSE TO LIPID,16,252,203,0.23589806486171946
TRANSMEMBRANE TRANSPORT,26,252,347,0.23593030529421294
NEUTROPHIL CHEMOTAXIS,4,252,39,0.24236853153652793
FEEDING BEHAVIOR,4,252,39,0.24236853153652793
POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,5,252,52,0.24326389757929412
RESPONSE TO RADIATION,9,252,106,0.2440247355128758
AMIDE TRANSPORT,10,252,120,0.2454564148179919
REGULATION OF ACTIN FILAMENT BASED PROCESS,7,252,79,0.24696614447543447
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,14,252,177,0.25118991589980316
POSITIVE REGULATION OF EXOCYTOSIS,3,252,27,0.25175005286431784
POSITIVE REGULATION OF PHAGOCYTOSIS,3,252,27,0.25175005286431784
LYMPHOCYTE HOMEOSTASIS,3,252,27,0.25175005286431784
VASODILATION,3,252,27,0.25175005286431784
REGULATION OF MUSCLE HYPERTROPHY,3,252,27,0.25175005286431784
ALCOHOL METABOLIC PROCESS,6,252,66,0.251930021012263
POTASSIUM ION IMPORT ACROSS PLASMA MEMBRANE,2,252,15,0.2522333702235153
T CELL MEDIATED CYTOTOXICITY,2,252,15,0.2522333702235153
NEGATIVE REGULATION OF LIPID LOCALIZATION,2,252,15,0.2522333702235153
REGULATION OF HOMOTYPIC CELL CELL ADHESION,2,252,15,0.2522333702235153
POSITIVE REGULATION OF AUTOPHAGY,2,252,15,0.2522333702235153
NEUROTRANSMITTER UPTAKE,2,252,15,0.2522333702235153
DETECTION OF LIGHT STIMULUS,2,252,15,0.2522333702235153
BILE ACID AND BILE SALT TRANSPORT,2,252,15,0.2522333702235153
NEGATIVE REGULATION OF MUSCLE HYPERTROPHY,2,252,15,0.2522333702235153
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS,2,252,15,0.2522333702235153
CALCIUM ION IMPORT ACROSS PLASMA MEMBRANE,2,252,15,0.2522333702235153
REGULATION OF LONG TERM SYNAPTIC POTENTIATION,2,252,15,0.2522333702235153
SKELETAL MUSCLE CONTRACTION,2,252,15,0.2522333702235153
POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY,2,252,15,0.2522333702235153
REGULATION OF TYPE 2 IMMUNE RESPONSE,2,252,15,0.2522333702235153
POSITIVE REGULATION OF STEROL TRANSPORT,2,252,15,0.2522333702235153
GLIAL CELL FATE COMMITMENT,2,252,15,0.2522333702235153
NEGATIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS,2,252,15,0.2522333702235153
NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION,5,252,53,0.2556655632326108
DETECTION OF CHEMICAL STIMULUS,4,252,40,0.25679763253432675
REGULATION OF ACTIN FILAMENT ORGANIZATION,4,252,40,0.25679763253432675
PROTEIN POLYMERIZATION,4,252,40,0.25679763253432675
HEMOPOIESIS,27,252,367,0.2614144977229438
RIBOSE PHOSPHATE METABOLIC PROCESS,6,252,67,0.26304506189135435
POSITIVE REGULATION OF HORMONE SECRETION,6,252,67,0.26304506189135435
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION,5,252,54,0.2682185729855303
KILLING OF CELLS OF ANOTHER ORGANISM,3,252,28,0.2696205883977052
PLATELET AGGREGATION,3,252,28,0.2696205883977052
REGULATION OF CALCIUM MEDIATED SIGNALING,3,252,28,0.2696205883977052
RESPONSE TO IONIZING RADIATION,3,252,28,0.2696205883977052
BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH HOST,3,252,28,0.2696205883977052
REACTIVE NITROGEN SPECIES METABOLIC PROCESS,3,252,28,0.2696205883977052
REGULATION OF VASOCONSTRICTION,3,252,28,0.2696205883977052
REGULATION OF ORGANELLE ASSEMBLY,3,252,28,0.2696205883977052
PEPTIDE TRANSPORT,9,252,109,0.2700187238821292
RIBONUCLEOTIDE CATABOLIC PROCESS,4,252,41,0.2713947028648107
POSITIVE REGULATION OF LIPID LOCALIZATION,4,252,41,0.2713947028648107
CHLORIDE TRANSPORT,4,252,41,0.2713947028648107
POSITIVE REGULATION OF TRANSMEMBRANE TRANSPORT,6,252,68,0.2742857915561958
NEGATIVE REGULATION OF CELL ACTIVATION,6,252,68,0.2742857915561958
NEGATIVE REGULATION OF PROTEIN MODIFICATION PROCESS,6,252,68,0.2742857915561958
ENDOCYTOSIS,12,252,152,0.2754616935120162
RESPONSE TO MINERALOCORTICOID,2,252,16,0.2768550483675221
RETINAL ROD CELL DIFFERENTIATION,2,252,16,0.2768550483675221
CEREBRAL CORTEX CELL MIGRATION,2,252,16,0.2768550483675221
RESPONSE TO NICOTINE,2,252,16,0.2768550483675221
POSITIVE REGULATION OF ALPHA BETA T CELL DIFFERENTIATION,2,252,16,0.2768550483675221
POSITIVE REGULATION OF REGULATED SECRETORY PATHWAY,2,252,16,0.2768550483675221
GABAERGIC NEURON DIFFERENTIATION,2,252,16,0.2768550483675221
TYROSINE PHOSPHORYLATION OF STAT PROTEIN,2,252,16,0.2768550483675221
POSITIVE REGULATION OF ORGANIC ACID TRANSPORT,2,252,16,0.2768550483675221
CELLULAR RESPONSE TO LIGHT STIMULUS,2,252,16,0.2768550483675221
POSITIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,2,252,16,0.2768550483675221
POLYOL METABOLIC PROCESS,2,252,16,0.2768550483675221
T CELL HOMEOSTASIS,2,252,16,0.2768550483675221
SYNAPTIC TRANSMISSION GABAERGIC,2,252,16,0.2768550483675221
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,7,252,82,0.27739703622897877
GAMETE GENERATION,13,252,167,0.2807876440765536
ORGANOPHOSPHATE CATABOLIC PROCESS,5,252,55,0.280905368389573
GENERATION OF PRECURSOR METABOLITES AND ENERGY,5,252,55,0.280905368389573
OLIGODENDROCYTE DIFFERENTIATION,5,252,55,0.280905368389573
NEGATIVE REGULATION OF CARDIAC MUSCLE ADAPTATION,1,252,5,0.2840006629233283
TYPE II PNEUMOCYTE DIFFERENTIATION,1,252,5,0.2840006629233283
MODULATION BY SYMBIONT OF ENTRY INTO HOST,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF PLATELET AGGREGATION,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT,1,252,5,0.2840006629233283
STEROID CATABOLIC PROCESS,1,252,5,0.2840006629233283
BEHAVIORAL RESPONSE TO COCAINE,1,252,5,0.2840006629233283
ELASTIC FIBER ASSEMBLY,1,252,5,0.2840006629233283
ENDOPLASMIC RETICULUM TO GOLGI VESICLE MEDIATED TRANSPORT,1,252,5,0.2840006629233283
THYMOCYTE MIGRATION,1,252,5,0.2840006629233283
MICROTUBULE DEPOLYMERIZATION,1,252,5,0.2840006629233283
CANALICULAR BILE ACID TRANSPORT,1,252,5,0.2840006629233283
T HELPER 2 CELL CYTOKINE PRODUCTION,1,252,5,0.2840006629233283
RESPONSE TO EPINEPHRINE,1,252,5,0.2840006629233283
NATURAL KILLER CELL CHEMOTAXIS,1,252,5,0.2840006629233283
EXTRACELLULAR MATRIX CONSTITUENT SECRETION,1,252,5,0.2840006629233283
RESPONSE TO CALORIC RESTRICTION,1,252,5,0.2840006629233283
LUNG GOBLET CELL DIFFERENTIATION,1,252,5,0.2840006629233283
PROTEIN K63 LINKED UBIQUITINATION,1,252,5,0.2840006629233283
CELLULAR RESPONSE TO OXYGEN RADICAL,1,252,5,0.2840006629233283
CELLULAR RESPONSE TO EPINEPHRINE STIMULUS,1,252,5,0.2840006629233283
SYNAPTIC TRANSMISSION CHOLINERGIC,1,252,5,0.2840006629233283
CELLULAR RESPONSE TO MINERALOCORTICOID STIMULUS,1,252,5,0.2840006629233283
RESPONSE TO UV A,1,252,5,0.2840006629233283
CELLULAR RESPONSE TO THYROID HORMONE STIMULUS,1,252,5,0.2840006629233283
SPERM CAPACITATION,1,252,5,0.2840006629233283
CYTOPLASM ORGANIZATION,1,252,5,0.2840006629233283
CELLULAR RESPONSE TO COLD,1,252,5,0.2840006629233283
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION,1,252,5,0.2840006629233283
CELLULAR RESPONSE TO ELECTRICAL STIMULUS,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF CHOLESTEROL STORAGE,1,252,5,0.2840006629233283
OLIGODENDROCYTE CELL FATE SPECIFICATION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF CYCLIN DEPENDENT PROTEIN KINASE ACTIVITY,1,252,5,0.2840006629233283
REGULATION OF TRANSCRIPTION BY GLUCOSE,1,252,5,0.2840006629233283
SPINAL CORD OLIGODENDROCYTE CELL DIFFERENTIATION,1,252,5,0.2840006629233283
SODIUM ION IMPORT ACROSS PLASMA MEMBRANE,1,252,5,0.2840006629233283
POSITIVE REGULATION OF T HELPER 1 CELL DIFFERENTIATION,1,252,5,0.2840006629233283
REGULATION OF ODONTOBLAST DIFFERENTIATION,1,252,5,0.2840006629233283
PHOSPHOLIPID DEPHOSPHORYLATION,1,252,5,0.2840006629233283
LACTATE TRANSPORT,1,252,5,0.2840006629233283
REGULATION OF ADENYLATE CYCLASE ACTIVATING G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,1,252,5,0.2840006629233283
MATERNAL TO ZYGOTIC TRANSITION OF GENE EXPRESSION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF TYPE 2 IMMUNE RESPONSE,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS,1,252,5,0.2840006629233283
POSITIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS,1,252,5,0.2840006629233283
CORTICAL ACTIN CYTOSKELETON ORGANIZATION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF LIPASE ACTIVITY,1,252,5,0.2840006629233283
CONVERGENT EXTENSION,1,252,5,0.2840006629233283
MICTURITION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF DNA DAMAGE RESPONSE SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,1,252,5,0.2840006629233283
LIPID DIGESTION,1,252,5,0.2840006629233283
LOBAR BRONCHUS DEVELOPMENT,1,252,5,0.2840006629233283
MICROVILLUS ASSEMBLY,1,252,5,0.2840006629233283
NOREPINEPHRINE UPTAKE,1,252,5,0.2840006629233283
REGULATION OF SEROTONIN UPTAKE,1,252,5,0.2840006629233283
HISTAMINE TRANSPORT,1,252,5,0.2840006629233283
REGULATION OF CD8 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,1,252,5,0.2840006629233283
REGULATION OF FOREBRAIN NEURON DIFFERENTIATION,1,252,5,0.2840006629233283
ASTROCYTE CELL MIGRATION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF MITOCHONDRIAL DEPOLARIZATION,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF PEPTIDYL SERINE PHOSPHORYLATION,1,252,5,0.2840006629233283
RESPONSE TO OXYGEN RADICAL,1,252,5,0.2840006629233283
TOLL LIKE RECEPTOR 7 SIGNALING PATHWAY,1,252,5,0.2840006629233283
REGULATION OF CELL CELL ADHESION MEDIATED BY CADHERIN,1,252,5,0.2840006629233283
PHOSPHOLIPID EFFLUX,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY,1,252,5,0.2840006629233283
POSITIVE REGULATION OF FATTY ACID OXIDATION,1,252,5,0.2840006629233283
FOREBRAIN RADIAL GLIAL CELL DIFFERENTIATION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF PHOSPHOLIPID TRANSPORT,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY,1,252,5,0.2840006629233283
POSITIVE REGULATION OF SECONDARY METABOLITE BIOSYNTHETIC PROCESS,1,252,5,0.2840006629233283
POSITIVE REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,1,252,5,0.2840006629233283
AMINO SUGAR CATABOLIC PROCESS,1,252,5,0.2840006629233283
