pathway,overlap,gene_set_size,pathway_size,p_value
POSITIVE REGULATION OF SYNAPTIC VESICLE RECYCLING,1,252,5,0.2840006629233283
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I,1,252,5,0.2840006629233283
REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL PROLIFERATION INVOLVED IN SPROUTING ANGIOGENESIS,1,252,5,0.2840006629233283
POSITIVE REGULATION OF TRANSCRIPTION BY GLUCOSE,1,252,5,0.2840006629233283
GLANDULAR EPITHELIAL CELL MATURATION,1,252,5,0.2840006629233283
REGULATION OF INTESTINAL ABSORPTION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF ADIPOSE TISSUE DEVELOPMENT,1,252,5,0.2840006629233283
POSITIVE REGULATION OF PROTEIN MATURATION,1,252,5,0.2840006629233283
POSITIVE REGULATION OF MONOCYTE DIFFERENTIATION,1,252,5,0.2840006629233283
MHC CLASS II BIOSYNTHETIC PROCESS,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT,1,252,5,0.2840006629233283
NEGATIVE REGULATION OF DEFENSE RESPONSE,6,252,69,0.28563996238235184
POSITIVE REGULATION OF CATABOLIC PROCESS,6,252,69,0.28563996238235184
POSITIVE REGULATION OF INSULIN SECRETION,4,252,42,0.2861322903980935
MONOATOMIC ANION TRANSMEMBRANE TRANSPORT,4,252,42,0.2861322903980935
DISRUPTION OF ANATOMICAL STRUCTURE IN ANOTHER ORGANISM,3,252,29,0.28762848310905864
POSITIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS,3,252,29,0.28762848310905864
POSITIVE REGULATION OF NEURON APOPTOTIC PROCESS,3,252,29,0.28762848310905864
CELLULAR RESPONSE TO ACID CHEMICAL,3,252,29,0.28762848310905864
LYMPHOCYTE MIGRATION,3,252,29,0.28762848310905864
RESPIRATORY GASEOUS EXCHANGE BY RESPIRATORY SYSTEM,3,252,29,0.28762848310905864
REGULATION OF SYNAPTIC PLASTICITY,6,252,70,0.29709533777460484
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,6,252,70,0.29709533777460484
PHOSPHORYLATION,18,252,242,0.298204883428499
REGULATION OF IMMUNE SYSTEM PROCESS,35,252,494,0.3006514040226315
RESPONSE TO ACID CHEMICAL,4,252,43,0.3009835671369381
MUSCLE HYPERTROPHY,4,252,43,0.3009835671369381
NEGATIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,4,252,43,0.3009835671369381
NEGATIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS,2,252,17,0.3014281380432909
PROTEIN LIPID COMPLEX ORGANIZATION,2,252,17,0.3014281380432909
RESPONSE TO INTERLEUKIN 6,2,252,17,0.3014281380432909
COMPLEMENT ACTIVATION,2,252,17,0.3014281380432909
NEGATIVE REGULATION OF PHOSPHATIDYLINOSITOL 3 KINASE PROTEIN KINASE B SIGNAL TRANSDUCTION,2,252,17,0.3014281380432909
GLYCEROLIPID CATABOLIC PROCESS,2,252,17,0.3014281380432909
CELLULAR HOMEOSTASIS,17,252,228,0.3020044505579296
REGULATION OF COAGULATION,3,252,30,0.30572646552447963
CELLULAR RESPONSE TO ALCOHOL,3,252,30,0.30572646552447963
NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION,3,252,30,0.30572646552447963
NEGATIVE REGULATION OF CATALYTIC ACTIVITY,6,252,71,0.3086397284927776
NEGATIVE REGULATION OF CYTOKINE PRODUCTION,7,252,85,0.3087257852896316
POSITIVE REGULATION OF PROGRAMMED CELL DEATH,13,252,171,0.3101703375137358
NEGATIVE REGULATION OF MOLECULAR FUNCTION,12,252,157,0.31380168556167704
PYRIDINE CONTAINING COMPOUND METABOLIC PROCESS,4,252,44,0.3159224194449399
NEUTROPHIL MIGRATION,4,252,44,0.3159224194449399
REGULATION OF PROTEIN SECRETION,8,252,100,0.31746042412138026
REGULATION OF INSULIN SECRETION,6,252,72,0.3202610270120796
POSITIVE REGULATION OF REPRODUCTIVE PROCESS,3,252,31,0.3238698648792021
NEGATIVE REGULATION OF RESPONSE TO WOUNDING,3,252,31,0.3238698648792021
STRIATED MUSCLE ADAPTATION,3,252,31,0.3238698648792021
NUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS,3,252,31,0.3238698648792021
NEGATIVE REGULATION OF LIPID METABOLIC PROCESS,3,252,31,0.3238698648792021
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS,24,252,335,0.3246303136113143
EXTRACELLULAR MATRIX ASSEMBLY,2,252,18,0.3258565033559467
MULTICELLULAR ORGANISMAL MOVEMENT,2,252,18,0.3258565033559467
POSITIVE REGULATION OF D GLUCOSE TRANSMEMBRANE TRANSPORT,2,252,18,0.3258565033559467
REGULATION OF TOR SIGNALING,2,252,18,0.3258565033559467
NUCLEUS ORGANIZATION,2,252,18,0.3258565033559467
POSITIVE REGULATION OF VASOCONSTRICTION,2,252,18,0.3258565033559467
INTRACELLULAR IRON ION HOMEOSTASIS,2,252,18,0.3258565033559467
REGULATION OF AMIDE METABOLIC PROCESS,2,252,18,0.3258565033559467
POSITIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS,2,252,18,0.3258565033559467
REGULATION OF ACTOMYOSIN STRUCTURE ORGANIZATION,2,252,18,0.3258565033559467
REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY,2,252,18,0.3258565033559467
EPITHELIAL CELL MATURATION,2,252,18,0.3258565033559467
RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS,2,252,18,0.3258565033559467
REGULATION OF BODY FLUID LEVELS,10,252,130,0.32958917375566704
REGULATION OF ATP BIOSYNTHETIC PROCESS,1,252,6,0.330312735034037
REGULATION OF VASCULOGENESIS,1,252,6,0.330312735034037
NEGATIVE REGULATION OF INTERLEUKIN 17 PRODUCTION,1,252,6,0.330312735034037
NEGATIVE REGULATION OF FEEDING BEHAVIOR,1,252,6,0.330312735034037
COPULATION,1,252,6,0.330312735034037
BONE MATURATION,1,252,6,0.330312735034037
NEGATIVE REGULATION OF CHEMOKINE PRODUCTION,1,252,6,0.330312735034037
POSITIVE REGULATION OF CHOLESTEROL STORAGE,1,252,6,0.330312735034037
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,1,252,6,0.330312735034037
LUNG SACCULE DEVELOPMENT,1,252,6,0.330312735034037
LOW DENSITY LIPOPROTEIN PARTICLE CLEARANCE,1,252,6,0.330312735034037
INTERLEUKIN 5 PRODUCTION,1,252,6,0.330312735034037
REGULATION OF PEPTIDYL THREONINE PHOSPHORYLATION,1,252,6,0.330312735034037
POSITIVE REGULATION OF VIRAL LIFE CYCLE,1,252,6,0.330312735034037
REGULATION OF EATING BEHAVIOR,1,252,6,0.330312735034037
NEUROBLAST DIFFERENTIATION,1,252,6,0.330312735034037
RESPONSE TO MONOAMINE,1,252,6,0.330312735034037
MICROVILLUS ORGANIZATION,1,252,6,0.330312735034037
REGULATION OF MICROVILLUS ORGANIZATION,1,252,6,0.330312735034037
POSITIVE REGULATION OF MYOBLAST FUSION,1,252,6,0.330312735034037
OSTEOCLAST PROLIFERATION,1,252,6,0.330312735034037
ANTIBACTERIAL PEPTIDE PRODUCTION,1,252,6,0.330312735034037
POSITIVE REGULATION OF P38MAPK CASCADE,1,252,6,0.330312735034037
PRIMARY AMINO COMPOUND METABOLIC PROCESS,1,252,6,0.330312735034037
PHOTOTRANSDUCTION,1,252,6,0.330312735034037
REGULATION OF BILE ACID METABOLIC PROCESS,1,252,6,0.330312735034037
VASCULAR TRANSPORT,1,252,6,0.330312735034037
RESPONSE TO MERCURY ION,1,252,6,0.330312735034037
ANTIMICROBIAL PEPTIDE PRODUCTION,1,252,6,0.330312735034037
REGULATION OF RESPONSE TO FOOD,1,252,6,0.330312735034037
NERVOUS SYSTEM PROCESS INVOLVED IN REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE,1,252,6,0.330312735034037
REGULATION OF ANGIOTENSIN LEVELS IN BLOOD,1,252,6,0.330312735034037
ALCOHOL CATABOLIC PROCESS,1,252,6,0.330312735034037
ETHER METABOLIC PROCESS,1,252,6,0.330312735034037
LEUKOTRIENE BIOSYNTHETIC PROCESS,1,252,6,0.330312735034037
COMPLEMENT ACTIVATION CLASSICAL PATHWAY,1,252,6,0.330312735034037
FIBROBLAST ACTIVATION,1,252,6,0.330312735034037
CARBON CATABOLITE REGULATION OF TRANSCRIPTION,1,252,6,0.330312735034037
DIACYLGLYCEROL METABOLIC PROCESS,1,252,6,0.330312735034037
POSITIVE REGULATION OF MACROAUTOPHAGY,1,252,6,0.330312735034037
ASYMMETRIC CELL DIVISION,1,252,6,0.330312735034037
REGULATION OF LONG TERM SYNAPTIC DEPRESSION,1,252,6,0.330312735034037
THALAMUS DEVELOPMENT,1,252,6,0.330312735034037
RENAL WATER HOMEOSTASIS,1,252,6,0.330312735034037
REGULATION OF EXTRACELLULAR MATRIX DISASSEMBLY,1,252,6,0.330312735034037
NEGATIVE REGULATION OF VASOCONSTRICTION,1,252,6,0.330312735034037
POSITIVE REGULATION OF GLOMERULAR MESANGIAL CELL PROLIFERATION,1,252,6,0.330312735034037
MUCOCILIARY CLEARANCE,1,252,6,0.330312735034037
HEPATOCYTE APOPTOTIC PROCESS,1,252,6,0.330312735034037
RENAL TUBULAR SECRETION,1,252,6,0.330312735034037
RESPONSE TO THYROID HORMONE,1,252,6,0.330312735034037
RESPONSE TO AMINO ACID STARVATION,1,252,6,0.330312735034037
OLIGOPEPTIDE TRANSPORT,1,252,6,0.330312735034037
NATURAL KILLER CELL PROLIFERATION,1,252,6,0.330312735034037
REGULATION OF NON CANONICAL WNT SIGNALING PATHWAY,1,252,6,0.330312735034037
CELL CYCLE PHASE,1,252,6,0.330312735034037
CATECHOLAMINE UPTAKE,1,252,6,0.330312735034037
XENOBIOTIC CATABOLIC PROCESS,1,252,6,0.330312735034037
NON MOTILE CILIUM ASSEMBLY,1,252,6,0.330312735034037
AEROBIC RESPIRATION,1,252,6,0.330312735034037
POSITIVE REGULATION OF T HELPER CELL DIFFERENTIATION,1,252,6,0.330312735034037
COMMITMENT OF NEURONAL CELL TO SPECIFIC NEURON TYPE IN FOREBRAIN,1,252,6,0.330312735034037
REGULATION OF T HELPER 1 CELL DIFFERENTIATION,1,252,6,0.330312735034037
NEGATIVE REGULATION OF T HELPER 2 CELL DIFFERENTIATION,1,252,6,0.330312735034037
RESPONSE TO ALDOSTERONE,1,252,6,0.330312735034037
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS,1,252,6,0.330312735034037
REGULATION OF PROTEIN ACETYLATION,1,252,6,0.330312735034037
NEGATIVE REGULATION OF HOMOTYPIC CELL CELL ADHESION,1,252,6,0.330312735034037
REGULATION OF FEAR RESPONSE,1,252,6,0.330312735034037
REVERSE CHOLESTEROL TRANSPORT,1,252,6,0.330312735034037
ANTIBACTERIAL INNATE IMMUNE RESPONSE,1,252,6,0.330312735034037
NEGATIVE REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS,1,252,6,0.330312735034037
NEUROBLAST MIGRATION,1,252,6,0.330312735034037
REGULATION OF CELLULAR RESPIRATION,1,252,6,0.330312735034037
REGULATION OF PHOSPHOLIPID METABOLIC PROCESS,1,252,6,0.330312735034037
INTRACELLULAR PH REDUCTION,1,252,6,0.330312735034037
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,1,252,6,0.330312735034037
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,1,252,6,0.330312735034037
INTESTINAL LIPID ABSORPTION,1,252,6,0.330312735034037
ACROSOME ASSEMBLY,1,252,6,0.330312735034037
TRIGLYCERIDE STORAGE,1,252,6,0.330312735034037
NEGATIVE REGULATION OF ORGANIC ACID TRANSPORT,1,252,6,0.330312735034037
RESPONSE TO HYDROPEROXIDE,1,252,6,0.330312735034037
REGULATION OF NEUROTRANSMITTER UPTAKE,1,252,6,0.330312735034037
OXIDATIVE PHOSPHORYLATION,1,252,6,0.330312735034037
CARBOHYDRATE MEDIATED SIGNALING,1,252,6,0.330312735034037
RESPONSE TO ORGANOPHOSPHORUS,4,252,45,0.3309235260240542
PLATELET ACTIVATION,4,252,45,0.3309235260240542
MULTICELLULAR ORGANISMAL RESPONSE TO STRESS,4,252,45,0.3309235260240542
REGULATION OF LIPID TRANSPORT,4,252,45,0.3309235260240542
REGULATION OF CELL KILLING,4,252,45,0.3309235260240542
POSITIVE REGULATION OF ENDOCYTOSIS,4,252,45,0.3309235260240542
MULTICELLULAR ORGANISM GROWTH,6,252,73,0.33194723987625985
EPIGENETIC REGULATION OF GENE EXPRESSION,5,252,59,0.33264509264645764
NEGATIVE REGULATION OF PHOSPHORYLATION,5,252,59,0.33264509264645764
SENSORY PERCEPTION OF LIGHT STIMULUS,5,252,59,0.33264509264645764
REGULATION OF TRANSPORT,29,252,412,0.33733168814146836
REGULATION OF SECRETION,15,252,204,0.33765954311532276
NEGATIVE REGULATION OF CELLULAR COMPONENT ORGANIZATION,10,252,131,0.33834260592901405
ENDOTHELIAL CELL MIGRATION,7,252,88,0.3407056424600135
NEGATIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS,3,252,32,0.34201665914960167
MAST CELL ACTIVATION,3,252,32,0.34201665914960167
PYRIDINE CONTAINING COMPOUND CATABOLIC PROCESS,3,252,32,0.34201665914960167
REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY,5,252,60,0.3457440566340437
INTRACELLULAR GLUCOSE HOMEOSTASIS,5,252,60,0.3457440566340437
OSTEOCLAST DIFFERENTIATION,4,252,46,0.3459624243654459
REGULATION OF HORMONE SECRETION,8,252,103,0.3471883058661997
CD8 POSITIVE ALPHA BETA T CELL ACTIVATION,2,252,19,0.350056538520628
REGULATION OF PEPTIDYL SERINE PHOSPHORYLATION,2,252,19,0.350056538520628
POSITIVE REGULATION OF MULTICELLULAR ORGANISM GROWTH,2,252,19,0.350056538520628
TERPENOID METABOLIC PROCESS,2,252,19,0.350056538520628
PROTON TRANSMEMBRANE TRANSPORT,2,252,19,0.350056538520628
CGMP MEDIATED SIGNALING,2,252,19,0.350056538520628
NEGATIVE REGULATION OF PEPTIDASE ACTIVITY,2,252,19,0.350056538520628
FOREBRAIN REGIONALIZATION,2,252,19,0.350056538520628
MYELOID CELL DIFFERENTIATION,14,252,191,0.3500883823115386
RESPONSE TO STEROID HORMONE,9,252,118,0.35212898839631424
POST TRANSLATIONAL PROTEIN MODIFICATION,6,252,75,0.3554671850219733
SECRETION,21,252,296,0.35727514868307253
RESPONSE TO INTERLEUKIN 1,3,252,33,0.3601274944066284
RESPONSE TO ESTROGEN,3,252,33,0.3601274944066284
MACROPHAGE ACTIVATION,3,252,33,0.3601274944066284
REGULATION OF MORPHOGENESIS OF AN EPITHELIUM,3,252,33,0.3601274944066284
REGULATION OF PROTEIN CONTAINING COMPLEX ASSEMBLY,6,252,76,0.36727776336184365
CARBOHYDRATE HOMEOSTASIS,7,252,91,0.37309266247419337
PEPTIDYL TYROSINE AUTOPHOSPHORYLATION,1,252,7,0.37364038349910056
LIPOXYGENASE PATHWAY,1,252,7,0.37364038349910056
T CELL TOLERANCE INDUCTION,1,252,7,0.37364038349910056
REGULATION OF MITOCHONDRIAL DEPOLARIZATION,1,252,7,0.37364038349910056
INTRACELLULAR PHOSPHATE ION HOMEOSTASIS,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF CELL JUNCTION ASSEMBLY,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF NUCLEOTIDE CATABOLIC PROCESS,1,252,7,0.37364038349910056
POSITIVE REGULATION OF VASCULAR PERMEABILITY,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF PLATELET ACTIVATION,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF LEUKOCYTE DEGRANULATION,1,252,7,0.37364038349910056
REGULATION OF SYNAPTIC VESICLE RECYCLING,1,252,7,0.37364038349910056
CANONICAL INFLAMMASOME COMPLEX ASSEMBLY,1,252,7,0.37364038349910056
PROTEIN LOCALIZATION TO CHROMATIN,1,252,7,0.37364038349910056
POSITIVE REGULATION OF CD8 POSITIVE ALPHA BETA T CELL ACTIVATION,1,252,7,0.37364038349910056
POSITIVE REGULATION OF HETEROTYPIC CELL CELL ADHESION,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF LIPID STORAGE,1,252,7,0.37364038349910056
AUTOPHAGOSOME ORGANIZATION,1,252,7,0.37364038349910056
MAST CELL PROLIFERATION,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF MUSCLE ADAPTATION,1,252,7,0.37364038349910056
CELLULAR RESPONSE TO PH,1,252,7,0.37364038349910056
CHRONIC INFLAMMATORY RESPONSE,1,252,7,0.37364038349910056
CELLULAR RESPONSE TO GROWTH HORMONE STIMULUS,1,252,7,0.37364038349910056
NOREPINEPHRINE TRANSPORT,1,252,7,0.37364038349910056
PROSTAGLANDIN TRANSPORT,1,252,7,0.37364038349910056
MITOCHONDRIAL TRANSMEMBRANE TRANSPORT,1,252,7,0.37364038349910056
INTRACELLULAR LIPID TRANSPORT,1,252,7,0.37364038349910056
REGULATION OF SENSORY PERCEPTION,1,252,7,0.37364038349910056
STEROL BIOSYNTHETIC PROCESS,1,252,7,0.37364038349910056
EMBRYONIC SKELETAL JOINT DEVELOPMENT,1,252,7,0.37364038349910056
RETINAL CONE CELL DEVELOPMENT,1,252,7,0.37364038349910056
EPOXYGENASE P450 PATHWAY,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF FATTY ACID METABOLIC PROCESS,1,252,7,0.37364038349910056
POSITIVE REGULATION OF MEMBRANE POTENTIAL,1,252,7,0.37364038349910056
POSITIVE REGULATION OF G1 S TRANSITION OF MITOTIC CELL CYCLE,1,252,7,0.37364038349910056
STRIATUM DEVELOPMENT,1,252,7,0.37364038349910056
CELLULAR RESPONSE TO DSRNA,1,252,7,0.37364038349910056
EOSINOPHIL CHEMOTAXIS,1,252,7,0.37364038349910056
SKELETAL MUSCLE SATELLITE CELL DIFFERENTIATION,1,252,7,0.37364038349910056
URINARY TRACT SMOOTH MUSCLE CONTRACTION,1,252,7,0.37364038349910056
POSITIVE REGULATION OF VIRAL PROCESS,1,252,7,0.37364038349910056
COLLATERAL SPROUTING,1,252,7,0.37364038349910056
BLOOD VESSEL ENDOTHELIAL CELL PROLIFERATION INVOLVED IN SPROUTING ANGIOGENESIS,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF BEHAVIOR,1,252,7,0.37364038349910056
FOREBRAIN DORSAL VENTRAL PATTERN FORMATION,1,252,7,0.37364038349910056
REGULATION OF T HELPER 2 CELL DIFFERENTIATION,1,252,7,0.37364038349910056
CEREBRAL CORTEX GABAERGIC INTERNEURON DIFFERENTIATION,1,252,7,0.37364038349910056
REGULATION OF SECONDARY METABOLIC PROCESS,1,252,7,0.37364038349910056
BILE ACID BIOSYNTHETIC PROCESS,1,252,7,0.37364038349910056
NEGATIVE REGULATION OF SYNAPSE ORGANIZATION,1,252,7,0.37364038349910056
INTERLEUKIN 6 MEDIATED SIGNALING PATHWAY,1,252,7,0.37364038349910056
HOMOLOGOUS CHROMOSOME PAIRING AT MEIOSIS,1,252,7,0.37364038349910056
GLYCOSAMINOGLYCAN METABOLIC PROCESS,2,252,20,0.37395596073489834
ISOPRENOID METABOLIC PROCESS,2,252,20,0.37395596073489834
NATURAL KILLER CELL DIFFERENTIATION,2,252,20,0.37395596073489834
DEVELOPMENTAL INDUCTION,2,252,20,0.37395596073489834
POSITIVE REGULATION OF CHEMOKINE PRODUCTION,2,252,20,0.37395596073489834
EMBRYONIC HINDLIMB MORPHOGENESIS,2,252,20,0.37395596073489834
B CELL RECEPTOR SIGNALING PATHWAY,2,252,20,0.37395596073489834
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,2,252,20,0.37395596073489834
REGULATION OF DNA BINDING,4,252,48,0.37606036413577404
BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,4,252,48,0.37606036413577404
CHEMOKINE PRODUCTION,3,252,34,0.3781656797006944
REGULATION OF AUTOPHAGY,3,252,34,0.3781656797006944
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE,3,252,34,0.3781656797006944
POSITIVE REGULATION OF ORGANELLE ORGANIZATION,6,252,77,0.37910699856669733
NEGATIVE REGULATION OF PROTEIN METABOLIC PROCESS,10,252,136,0.38264820120208487
DETECTION OF STIMULUS,7,252,92,0.3839376720497385
CELLULAR RESPONSE TO CARBOHYDRATE STIMULUS,5,252,63,0.38517797298075246
MUSCLE ADAPTATION,4,252,49,0.3910752258533476
REGULATION OF CELL ACTIVATION,15,252,212,0.39496540811810155
CELLULAR RESPONSE TO HYPOXIA,3,252,35,0.39609716122217176
ENDOCRINE PROCESS,3,252,35,0.39609716122217176
REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,3,252,35,0.39609716122217176
POSITIVE REGULATION OF CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,2,252,21,0.39749270575721063
ANTIGEN PROCESSING AND PRESENTATION,2,252,21,0.39749270575721063
VACUOLE ORGANIZATION,2,252,21,0.39749270575721063
TOR SIGNALING,2,252,21,0.39749270575721063
REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,2,252,21,0.39749270575721063
TYPE 2 IMMUNE RESPONSE,2,252,21,0.39749270575721063
REGULATION OF CELLULAR PH,2,252,21,0.39749270575721063
SYNCYTIUM FORMATION,2,252,21,0.39749270575721063
EXPORT ACROSS PLASMA MEMBRANE,2,252,21,0.39749270575721063
NEGATIVE REGULATION OF T CELL PROLIFERATION,2,252,21,0.39749270575721063
POSITIVE REGULATION OF PROTEIN SECRETION,5,252,64,0.3983179859437032
TEMPERATURE HOMEOSTASIS,5,252,64,0.3983179859437032
REGULATION OF TUBE SIZE,5,252,64,0.3983179859437032
NEGATIVE REGULATION OF HEMOPOIESIS,4,252,50,0.4060395838372094
HEPATICOBILIARY SYSTEM DEVELOPMENT,5,252,65,0.4114317439941223
NEGATIVE REGULATION OF PROTEOLYSIS,3,252,36,0.4138904790607603
BONE REMODELING,3,252,36,0.4138904790607603
REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,3,252,36,0.4138904790607603
VASOCONSTRICTION,3,252,36,0.4138904790607603
POSITIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,1,252,8,0.4141752123019325
POSITIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS,1,252,8,0.4141752123019325
CHROMOSOME ORGANIZATION INVOLVED IN MEIOTIC CELL CYCLE,1,252,8,0.4141752123019325
GLOMERULAR MESANGIAL CELL PROLIFERATION,1,252,8,0.4141752123019325
REGULATION OF CELL GROWTH INVOLVED IN CARDIAC MUSCLE CELL DEVELOPMENT,1,252,8,0.4141752123019325
NEGATIVE REGULATION OF INTERLEUKIN 1 PRODUCTION,1,252,8,0.4141752123019325
REGULATION OF ADIPOSE TISSUE DEVELOPMENT,1,252,8,0.4141752123019325
POSITIVE REGULATION OF SODIUM ION TRANSPORT,1,252,8,0.4141752123019325
POSITIVE REGULATION OF T CELL CYTOKINE PRODUCTION,1,252,8,0.4141752123019325
INHIBITORY POSTSYNAPTIC POTENTIAL,1,252,8,0.4141752123019325
AUDITORY RECEPTOR CELL STEREOCILIUM ORGANIZATION,1,252,8,0.4141752123019325
REGULATION OF MICROTUBULE POLYMERIZATION,1,252,8,0.4141752123019325
BRONCHUS DEVELOPMENT,1,252,8,0.4141752123019325
POSITIVE REGULATION OF STEROID HORMONE BIOSYNTHETIC PROCESS,1,252,8,0.4141752123019325
ODONTOBLAST DIFFERENTIATION,1,252,8,0.4141752123019325
LIVER MORPHOGENESIS,1,252,8,0.4141752123019325
POSITIVE REGULATION OF TRIGLYCERIDE METABOLIC PROCESS,1,252,8,0.4141752123019325
LINOLEIC ACID METABOLIC PROCESS,1,252,8,0.4141752123019325
HIGH DENSITY LIPOPROTEIN PARTICLE REMODELING,1,252,8,0.4141752123019325
RESPONSE TO ETHER,1,252,8,0.4141752123019325
LIPOPROTEIN LOCALIZATION,1,252,8,0.4141752123019325
RESPONSE TO PROSTAGLANDIN,1,252,8,0.4141752123019325
REGULATION OF MACROPHAGE DIFFERENTIATION,1,252,8,0.4141752123019325
RETINOIC ACID METABOLIC PROCESS,1,252,8,0.4141752123019325
PIGMENT GRANULE ORGANIZATION,1,252,8,0.4141752123019325
POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,1,252,8,0.4141752123019325
NEGATIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION,1,252,8,0.4141752123019325
GLYCOSAMINOGLYCAN CATABOLIC PROCESS,1,252,8,0.4141752123019325
REGULATION OF CAMP MEDIATED SIGNALING,1,252,8,0.4141752123019325
EOSINOPHIL MIGRATION,1,252,8,0.4141752123019325
POSITIVE REGULATION OF CELLULAR RESPONSE TO INSULIN STIMULUS,1,252,8,0.4141752123019325
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION GABAERGIC,1,252,8,0.4141752123019325
NEGATIVE REGULATION OF CARDIAC MUSCLE TISSUE GROWTH,1,252,8,0.4141752123019325
POSITIVE REGULATION OF CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT,1,252,8,0.4141752123019325
MITOCHONDRIAL DEPOLARIZATION,1,252,8,0.4141752123019325
RETINAL CONE CELL DIFFERENTIATION,1,252,8,0.4141752123019325
CORTICAL CYTOSKELETON ORGANIZATION,1,252,8,0.4141752123019325
RESPONSE TO AMPHETAMINE,1,252,8,0.4141752123019325
HOMOLOGOUS CHROMOSOME SEGREGATION,1,252,8,0.4141752123019325
PEPTIDE BIOSYNTHETIC PROCESS,1,252,8,0.4141752123019325
NEGATIVE REGULATION OF INTERLEUKIN 2 PRODUCTION,1,252,8,0.4141752123019325
REGULATION OF TRIGLYCERIDE BIOSYNTHETIC PROCESS,1,252,8,0.4141752123019325
POSITIVE REGULATION OF INTERLEUKIN 10 PRODUCTION,1,252,8,0.4141752123019325
V D J RECOMBINATION,1,252,8,0.4141752123019325
NEGATIVE REGULATION OF KERATINOCYTE PROLIFERATION,1,252,8,0.4141752123019325
T CELL CHEMOTAXIS,1,252,8,0.4141752123019325
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,1,252,8,0.4141752123019325
POSITIVE REGULATION OF AMYLOID BETA FORMATION,1,252,8,0.4141752123019325
L AMINO ACID CATABOLIC PROCESS,1,252,8,0.4141752123019325
NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,1,252,8,0.4141752123019325
POSITIVE REGULATION OF MEMBRANE DEPOLARIZATION,1,252,8,0.4141752123019325
INDOLE CONTAINING COMPOUND METABOLIC PROCESS,1,252,8,0.4141752123019325
DETECTION OF LIGHT STIMULUS INVOLVED IN SENSORY PERCEPTION,1,252,8,0.4141752123019325
POSITIVE REGULATION OF B CELL DIFFERENTIATION,1,252,8,0.4141752123019325
PROTEIN LIPID COMPLEX ASSEMBLY,1,252,8,0.4141752123019325
MEIOTIC CHROMOSOME SEGREGATION,1,252,8,0.4141752123019325
RESPONSE TO LIGHT STIMULUS,6,252,80,0.4145978981216443
NUCLEOBASE CONTAINING COMPOUND CATABOLIC PROCESS,6,252,80,0.4145978981216443
